Cell_type.x,Gene_symbol.x,Gene_id,Cell.Type,DOI,gene,Tissue_type_PO,Cell_type.y,Gene_symbol.y,Marker_resource
leaf stomatal pore,OPT4,AT5G64410,NA,NA,OPT4,PO0025034,leaf stomatal pore,OPT4,scRNA-seq
leaf stomatal pore,OPT4,AT5G64410,NA,NA,OPT4,PO0025034,leaf epidermis,OPT4,scRNA-seq
leaf stomatal pore,AT2G39710,AT2G39710,NA,NA,AT2G39710,PO0025034,leaf stomatal pore,AT2G39710,scRNA-seq
leaf stomatal pore,UGT76B1,AT3G11340,NA,NA,UGT76B1,PO0025034,leaf stomatal pore,UGT76B1,scRNA-seq
leaf stomatal pore,DMR6,AT5G24530,Trichome,10.3390/ijms20205014,DMR6,PO0025034,leaf stomatal pore,DMR6,scRNA-seq
leaf stomatal pore,AT3G47380,AT3G47380,NA,NA,PMEI11,PO0025034,leaf stomatal pore,AT3G47380,scRNA-seq
leaf stomatal pore,AT4G21445,AT4G21445,Mesophyll cell,10.1093/plcell/koaa060,AT4G21445,PO0025034,leaf stomatal pore,AT4G21445,scRNA-seq
leaf stomatal pore,AT5G55050,AT5G55050,NA,NA,AT5G55050,PO0025034,leaf stomatal pore,AT5G55050,scRNA-seq
leaf stomatal pore,AT3G13690,AT3G13690,Epidermis,10.1093/plcell/koaa060,AT3G13690,PO0025034,leaf stomatal pore,AT3G13690,scRNA-seq
leaf stomatal pore,AT3G13690,AT3G13690,Epidermis,10.1093/plcell/koaa060,AT3G13690,PO0025034,leaf epidermis,AT3G13690,scRNA-seq
leaf stomatal pore,AT3G15534,AT3G15534,NA,NA,AT3G15534,PO0025034,leaf stomatal pore,AT3G15534,scRNA-seq
leaf stomatal pore,AT4G24060,AT4G24060,Vasculature,10.1093/plcell/koaa060,DOF4.6,PO0025034,leaf stomatal pore,AT4G24060,scRNA-seq
leaf stomatal pore,AT4G24060,AT4G24060,Vasculature,10.1093/plcell/koaa060,DOF4.6,PO0025034,bundle sheath,AT4G24060,scRNA-seq
leaf stomatal pore,AT3G28600,AT3G28600,NA,NA,AT3G28600,PO0025034,leaf stomatal pore,AT3G28600,scRNA-seq
leaf stomatal pore,OBP2,AT1G07640,Phloem,10.1093/plcell/koaa060,OBP2,PO0025034,leaf stomatal pore,OBP2,scRNA-seq
leaf stomatal pore,BZIP9,AT5G24800,Vasculature,10.1093/plcell/koaa060,BZIP9,PO0025034,leaf stomatal pore,BZIP9,scRNA-seq
leaf stomatal pore,OPS,AT3G09070,NA,NA,OPS,PO0025034,leaf stomatal pore,OPS,scRNA-seq
leaf stomatal pore,AT3G43430,AT3G43430,NA,NA,AT3G43430,PO0025034,leaf stomatal pore,AT3G43430,scRNA-seq
leaf stomatal pore,LCR68,AT2G02130,Vasculature,10.1093/plcell/koaa060,PDF2.3,PO0025034,leaf stomatal pore,LCR68,scRNA-seq
leaf stomatal pore,bZIP7,AT4G37730,NA,NA,AtbZIP7,PO0025034,leaf stomatal pore,bZIP7,scRNA-seq
leaf stomatal pore,FMO,AT1G12200,NA,NA,AT1G12200,PO0025034,leaf stomatal pore,FMO,scRNA-seq
leaf stomatal pore,CLO4,AT1G70670,Vasculature,10.1093/plcell/koaa060,PXG4,PO0025034,leaf stomatal pore,CLO4,scRNA-seq
leaf mesophyll,DFL1,AT5G54510,NA,NA,GH3.6,PO0025034,leaf mesophyll,DFL1,scRNA-seq
leaf mesophyll,ChlAKR,AT2G37770,NA,NA,AKR4C9,PO0025034,leaf mesophyll,ChlAKR,scRNA-seq
leaf mesophyll,NEET,AT5G51720,NA,NA,NEET,PO0025034,leaf mesophyll,NEET,scRNA-seq
leaf mesophyll,NEET,AT5G51720,NA,NA,NEET,PO0025034,leaf,NEET,Bulk RNA-seq
leaf mesophyll,AT2G25510,AT2G25510,Mesophyll cell,10.1038/nature13919,AT2G25510,PO0025034,leaf mesophyll,AT2G25510,scRNA-seq
leaf mesophyll,AT2G25510,AT2G25510,Mesophyll cell,10.1038/nature13919,AT2G25510,PO0025034,leaf,AT2G25510,Bulk RNA-seq
leaf mesophyll,TIP2;2,AT4G17340,Epidermis,10.1093/plcell/koaa060,TIP2-2,PO0025034,leaf mesophyll,TIP2;2,scRNA-seq
leaf mesophyll,TIP2;2,AT4G17340,Epidermis,10.1093/plcell/koaa060,TIP2-2,PO0025034,leaf,TIP2;2,Bulk RNA-seq
leaf mesophyll,PMEAMT,AT1G48600,NA,NA,NMT2,PO0025034,leaf mesophyll,PMEAMT,scRNA-seq
leaf mesophyll,ATSPS4F,AT4G10120,NA,NA,SPS4,PO0025034,leaf mesophyll,ATSPS4F,scRNA-seq
leaf mesophyll,LTI78,AT5G52310,NA,NA,RD29A,PO0025034,leaf mesophyll,LTI78,scRNA-seq
leaf mesophyll,LTI78,AT5G52310,NA,NA,RD29A,PO0025034,leaf epidermis,LTI78,scRNA-seq
leaf mesophyll,CYP94B1,AT5G63450,NA,NA,CYP94B1,PO0025034,leaf mesophyll,CYP94B1,scRNA-seq
leaf mesophyll,GASA1,AT1G75750,NA,NA,GASA1,PO0025034,leaf mesophyll,GASA1,scRNA-seq
leaf guard cell,CYP71A12,AT2G30750,NA,NA,CYP71A12,PO0025034,leaf guard cell,CYP71A12,scRNA-seq
leaf guard cell,AT5G03610,AT5G03610,Vasculature,10.1093/plcell/koaa060,AT5G03610,PO0025034,leaf guard cell,AT5G03610,scRNA-seq
leaf guard cell,ABCG40,AT1G15520,NA,NA,ABCG40,PO0025034,leaf guard cell,ABCG40,scRNA-seq
leaf guard cell,CYP71B3,AT3G26220,NA,NA,CYP71B3,PO0025034,leaf guard cell,CYP71B3,scRNA-seq
leaf guard cell,CYP71B3,AT3G26220,NA,NA,CYP71B3,PO0025034,leaf epidermis,CYP71B3,scRNA-seq
leaf guard cell,CYP81D11,AT3G28740,Mesophyll cell,10.1038/nature13919,CYP81D11,PO0025034,leaf guard cell,CYP81D11,scRNA-seq
leaf guard cell,G3Pp1,AT3G47420,NA,NA,ATPS3,PO0025034,leaf guard cell,G3Pp1,scRNA-seq
leaf guard cell,G3Pp1,AT3G47420,NA,NA,ATPS3,PO0025034,leaf mesophyll,G3Pp1,scRNA-seq
leaf guard cell,AT4G25900,AT4G25900,Epidermis,10.1093/plcell/koaa060,AT4G25900,PO0025034,leaf guard cell,AT4G25900,scRNA-seq
leaf guard cell,AT4G25900,AT4G25900,Epidermis,10.1093/plcell/koaa060,AT4G25900,PO0025034,leaf epidermis,AT4G25900,scRNA-seq
leaf guard cell,AT4G15630,AT4G15630,Epidermis,10.1093/plcell/koaa060,AT4G15630,PO0025034,leaf guard cell,AT4G15630,scRNA-seq
leaf guard cell,AT4G15630,AT4G15630,Epidermis,10.1093/plcell/koaa060,AT4G15630,PO0025034,leaf epidermis,AT4G15630,scRNA-seq
leaf guard cell,AT1G78830,AT1G78830,Epidermis,10.1093/plcell/koaa060,AT1G78830,PO0025034,leaf guard cell,AT1G78830,scRNA-seq
leaf guard cell,KAT2,AT4G18290,NA,NA,KAT2,PO0025034,leaf guard cell,KAT2,scRNA-seq
leaf guard cell,AT1G23200,AT1G23200,NA,NA,PME6,PO0025034,leaf guard cell,AT1G23200,scRNA-seq
leaf guard cell,TT7,AT5G07990,NA,NA,CYP75B1,PO0025034,leaf guard cell,TT7,scRNA-seq
leaf guard cell,BOR5,AT1G74810,NA,NA,BOR5,PO0025034,leaf guard cell,BOR5,scRNA-seq
leaf guard cell,LHT2,AT1G24400,NA,NA,LHT2,PO0025034,leaf guard cell,LHT2,scRNA-seq
leaf guard cell,AT2G47560,AT2G47560,NA,NA,ATL64,PO0025034,leaf guard cell,AT2G47560,scRNA-seq
leaf guard cell,GPAT6,AT2G38110,NA,NA,GPAT6,PO0025034,leaf guard cell,GPAT6,scRNA-seq
leaf guard cell,ALMT12,AT4G17970,NA,NA,ALMT12,PO0025034,leaf guard cell,ALMT12,scRNA-seq
leaf guard cell,KAT1,AT5G46240,Phloem,10.1126/science.8966547,KAT1,PO0025034,leaf guard cell,KAT1,scRNA-seq
leaf guard cell,KAT1,AT5G46240,Phloem,10.1093/plcell/koaa060,KAT1,PO0025034,leaf guard cell,KAT1,scRNA-seq
leaf stomatal pore,AT1G52270,AT1G52270,NA,NA,AT1G52270,PO0025034,leaf stomatal pore,AT1G52270,scRNA-seq
leaf stomatal pore,AT2G44195,AT2G44195,NA,NA,AT2G44195,PO0025034,leaf stomatal pore,AT2G44195,scRNA-seq
leaf stomatal pore,AT1G75960,AT1G75960,NA,NA,AAE8,PO0025034,leaf stomatal pore,AT1G75960,scRNA-seq
leaf stomatal pore,BAG6,AT2G46240,Vasculature,10.1093/plcell/koaa060,BAG6,PO0025034,leaf stomatal pore,BAG6,scRNA-seq
leaf stomatal pore,AT5G10990,AT5G10990,NA,NA,AT5G10990,PO0025034,leaf stomatal pore,AT5G10990,scRNA-seq
leaf stomatal pore,AT1G61280,AT1G61280,NA,NA,AT1G61280,PO0025034,leaf stomatal pore,AT1G61280,scRNA-seq
leaf stomatal pore,PPCK1,AT1G08650,NA,NA,PPCK1,PO0025034,leaf stomatal pore,PPCK1,scRNA-seq
leaf stomatal pore,bZIP6,AT2G22850,Vasculature,10.1093/plcell/koaa060,AtbZIP6,PO0025034,leaf stomatal pore,bZIP6,scRNA-seq
leaf stomatal pore,AT5G13210,AT5G13210,NA,NA,AT5G13210,PO0025034,leaf stomatal pore,AT5G13210,scRNA-seq
leaf mesophyll,CML38,AT1G76650,NA,NA,CML38,PO0025034,leaf mesophyll,CML38,scRNA-seq
leaf mesophyll,CML37,AT5G42380,NA,NA,CML37,PO0025034,leaf mesophyll,CML37,scRNA-seq
leaf mesophyll,AT1G19210,AT1G19210,NA,NA,ERF017,PO0025034,leaf mesophyll,AT1G19210,scRNA-seq
leaf mesophyll,AT5G54165,AT5G54165,NA,NA,AT5G54165,PO0025034,leaf mesophyll,AT5G54165,scRNA-seq
leaf mesophyll,AT1G05575,AT1G05575,NA,NA,AT1G05575,PO0025034,leaf mesophyll,AT1G05575,scRNA-seq
leaf mesophyll,AT5G35735,AT5G35735,NA,NA,AT5G35735,PO0025034,leaf mesophyll,AT5G35735,scRNA-seq
leaf mesophyll,AT5G48570,AT5G48570,NA,NA,FKBP65,PO0025034,leaf mesophyll,AT5G48570,scRNA-seq
leaf mesophyll,AT1G66090,AT1G66090,NA,NA,AT1G66090,PO0025034,leaf mesophyll,AT1G66090,scRNA-seq
leaf mesophyll,ERF6,AT4G17490,NA,NA,ERF6,PO0025034,leaf mesophyll,ERF6,scRNA-seq
leaf mesophyll,AT1G71000,AT1G71000,NA,NA,AT1G71000,PO0025034,leaf mesophyll,AT1G71000,scRNA-seq
leaf mesophyll,RRTF1,AT4G34410,NA,NA,ERF109,PO0025034,leaf mesophyll,RRTF1,scRNA-seq
leaf mesophyll,AT1G21550,AT1G21550,NA,NA,CML44,PO0025034,leaf mesophyll,AT1G21550,scRNA-seq
leaf mesophyll,AT1G56660,AT1G56660,NA,NA,AT1G56660,PO0025034,leaf mesophyll,AT1G56660,scRNA-seq
leaf mesophyll,PBP1,AT5G54490,NA,NA,PBP1,PO0025034,leaf mesophyll,PBP1,scRNA-seq
leaf mesophyll,AT2G36220,AT2G36220,NA,NA,AT2G36220,PO0025034,leaf mesophyll,AT2G36220,scRNA-seq
leaf mesophyll,BAP1,AT3G61190,NA,NA,BAP1,PO0025034,leaf mesophyll,BAP1,scRNA-seq
leaf mesophyll,AT3G29000,AT3G29000,NA,NA,CML45,PO0025034,leaf mesophyll,AT3G29000,scRNA-seq
leaf mesophyll,BCB,AT5G20230,NA,NA,BCB,PO0025034,leaf mesophyll,BCB,scRNA-seq
leaf mesophyll,AT4G08555,AT4G08555,NA,NA,AT4G08555,PO0025034,leaf mesophyll,AT4G08555,scRNA-seq
leaf mesophyll,HSP21,AT4G27670,NA,NA,HSP21,PO0025034,leaf mesophyll,HSP21,scRNA-seq
leaf mesophyll,AT5G52050,AT5G52050,NA,NA,DTX50,PO0025034,leaf mesophyll,AT5G52050,scRNA-seq
leaf mesophyll,ERF5,AT5G47230,NA,NA,ERF5,PO0025034,leaf mesophyll,ERF5,scRNA-seq
leaf mesophyll,AT5G14730,AT5G14730,NA,NA,AT5G14730,PO0025034,leaf mesophyll,AT5G14730,scRNA-seq
leaf mesophyll,AT2G28400,AT2G28400,NA,NA,AT2G28400,PO0025034,leaf mesophyll,AT2G28400,scRNA-seq
leaf mesophyll,AT1G51090,AT1G51090,NA,NA,AT1G51090,PO0025034,leaf mesophyll,AT1G51090,scRNA-seq
leaf mesophyll,AT4G01870,AT4G01870,Vasculature,10.1093/plcell/koaa060,AT4G01870,PO0025034,leaf mesophyll,AT4G01870,scRNA-seq
leaf mesophyll,ERF2,AT5G47220,NA,NA,ERF2,PO0025034,leaf mesophyll,ERF2,scRNA-seq
leaf mesophyll,SRO5,AT5G62520,NA,NA,SRO5,PO0025034,leaf mesophyll,SRO5,scRNA-seq
leaf mesophyll,AT1G56060,AT1G56060,NA,NA,AT1G56060,PO0025034,leaf mesophyll,AT1G56060,scRNA-seq
leaf mesophyll,AT3G19240,AT3G19240,Vasculature,10.1093/plcell/koaa060,AT3G19240,PO0025034,leaf mesophyll,AT3G19240,scRNA-seq
leaf mesophyll,AT4G27654,AT4G27654,NA,NA,AT4G27654,PO0025034,leaf mesophyll,AT4G27654,scRNA-seq
leaf mesophyll,AT3G18950,AT3G18950,NA,NA,AT3G18950,PO0025034,leaf mesophyll,AT3G18950,scRNA-seq
leaf mesophyll,AT3G18950,AT3G18950,NA,NA,AT3G18950,PO0025034,leaf epidermis,AT3G18950,scRNA-seq
leaf mesophyll,HSP90.1,AT5G52640,Vasculature,10.1093/plcell/koaa060,HSP90-1,PO0025034,leaf mesophyll,HSP90.1,scRNA-seq
leaf mesophyll,AT2G30020,AT2G30020,NA,NA,AT2G30020,PO0025034,leaf mesophyll,AT2G30020,scRNA-seq
leaf mesophyll,OPR2,AT1G76690,NA,NA,OPR2,PO0025034,leaf mesophyll,OPR2,scRNA-seq
leaf mesophyll,OPR2,AT1G76690,NA,NA,OPR2,PO0025034,leaf epidermis,OPR2,scRNA-seq
leaf mesophyll,HSP70T-2,AT2G32120,NA,NA,HSP70-8,PO0025034,leaf mesophyll,HSP70T-2,scRNA-seq
leaf mesophyll,AT4G29780,AT4G29780,NA,NA,AT4G29780,PO0025034,leaf mesophyll,AT4G29780,scRNA-seq
leaf mesophyll,AT5G05220,AT5G05220,NA,NA,AT5G05220,PO0025034,leaf mesophyll,AT5G05220,scRNA-seq
leaf mesophyll,UGT73B2,AT4G34135,NA,NA,UGT73B2,PO0025034,leaf mesophyll,UGT73B2,scRNA-seq
leaf mesophyll,AT4G35985,AT4G35985,NA,NA,P85,PO0025034,leaf mesophyll,AT4G35985,scRNA-seq
leaf mesophyll,Hop3,AT4G12400,Vasculature,10.1093/plcell/koaa060,HOP3,PO0025034,leaf mesophyll,Hop3,scRNA-seq
leaf mesophyll,AT1G59860,AT1G59860,NA,NA,HSP17.6A,PO0025034,leaf mesophyll,AT1G59860,scRNA-seq
leaf mesophyll,LSU3,AT3G49570,NA,NA,LSU3,PO0025034,leaf mesophyll,LSU3,scRNA-seq
leaf mesophyll,LSU3,AT3G49570,NA,NA,LSU3,PO0025034,bundle sheath,LSU3,scRNA-seq
leaf mesophyll,RABA2b,AT1G07410,NA,NA,RABA2B,PO0025034,leaf mesophyll,RABA2b,scRNA-seq
leaf mesophyll,CP1,AT5G49480,NA,NA,ATCP1,PO0025034,leaf mesophyll,CP1,scRNA-seq
leaf mesophyll,HSP23.6-MITO,AT4G25200,NA,NA,HSP23.6,PO0025034,leaf mesophyll,HSP23.6-MITO,scRNA-seq
leaf mesophyll,PDX1.2,AT3G16050,Vasculature,10.1093/plcell/koaa060,PDX12,PO0025034,leaf mesophyll,PDX1.2,scRNA-seq
leaf mesophyll,AT2G20560,AT2G20560,Vasculature,10.1093/plcell/koaa060,AT2G20560,PO0025034,leaf mesophyll,AT2G20560,scRNA-seq
leaf mesophyll,CBL1,AT4G17615,NA,NA,CBL1,PO0025034,leaf mesophyll,CBL1,scRNA-seq
leaf mesophyll,AT1G33600,AT1G33600,Epidermis,10.1093/plcell/koaa060,AT1G33600,PO0025034,leaf mesophyll,AT1G33600,scRNA-seq
leaf mesophyll,RAP2.9,AT4G06746,NA,NA,RAP2-9,PO0025034,leaf mesophyll,RAP2.9,scRNA-seq
leaf mesophyll,HSFA7A,AT3G51910,NA,NA,HSFA7A,PO0025034,leaf mesophyll,HSFA7A,scRNA-seq
leaf mesophyll,AT5G65300,AT5G65300,NA,NA,AT5G65300,PO0025034,leaf mesophyll,AT5G65300,scRNA-seq
leaf mesophyll,AT4G01860,AT4G01860,NA,NA,AT4G01860,PO0025034,leaf mesophyll,AT4G01860,scRNA-seq
leaf mesophyll,DDF1,AT1G12610,NA,NA,DREB1F,PO0025034,leaf mesophyll,DDF1,scRNA-seq
leaf mesophyll,DOGT1,AT2G36800,NA,NA,UGT73C5,PO0025034,leaf mesophyll,DOGT1,scRNA-seq
leaf mesophyll,ERF13,AT2G44840,NA,NA,ERF13,PO0025034,leaf mesophyll,ERF13,scRNA-seq
leaf mesophyll,CBF2,AT4G25470,NA,NA,DREB1C,PO0025034,leaf mesophyll,CBF2,scRNA-seq
leaf mesophyll,AT4G13180,AT4G13180,NA,NA,AT4G13180,PO0025034,leaf mesophyll,AT4G13180,scRNA-seq
leaf mesophyll,AT4G13180,AT4G13180,NA,NA,AT4G13180,PO0025034,bundle sheath,AT4G13180,scRNA-seq
leaf mesophyll,AT1G19025,AT1G19025,NA,NA,AT1G19025,PO0025034,leaf mesophyll,AT1G19025,scRNA-seq
leaf mesophyll,MAPKKK21,AT4G36950,NA,NA,MAPKKK21,PO0025034,leaf mesophyll,MAPKKK21,scRNA-seq
leaf mesophyll,WRKY40,AT1G80840,NA,NA,WRKY40,PO0025034,leaf mesophyll,WRKY40,scRNA-seq
leaf mesophyll,WRKY40,AT1G80840,NA,NA,WRKY40,PO0025034,bundle sheath,WRKY40,scRNA-seq
leaf mesophyll,AT5G13200,AT5G13200,NA,NA,AT5G13200,PO0025034,leaf mesophyll,AT5G13200,scRNA-seq
leaf mesophyll,AT5G13200,AT5G13200,NA,NA,AT5G13200,PO0025034,leaf epidermis,AT5G13200,scRNA-seq
leaf mesophyll,PMZ,AT3G28210,NA,NA,SAP12,PO0025034,leaf mesophyll,PMZ,scRNA-seq
leaf mesophyll,AT2G22880,AT2G22880,NA,NA,AT2G22880,PO0025034,leaf mesophyll,AT2G22880,scRNA-seq
leaf mesophyll,AT2G22880,AT2G22880,NA,NA,AT2G22880,PO0025034,leaf epidermis,AT2G22880,scRNA-seq
leaf mesophyll,CYP81D8,AT4G37370,NA,NA,CYP81D8,PO0025034,leaf mesophyll,CYP81D8,scRNA-seq
leaf mesophyll,CYP81D8,AT4G37370,NA,NA,CYP81D8,PO0025034,leaf epidermis,CYP81D8,scRNA-seq
leaf mesophyll,XBAT34,AT4G14365,NA,NA,XBAT34,PO0025034,leaf mesophyll,XBAT34,scRNA-seq
leaf mesophyll,AT1G70420,AT1G70420,NA,NA,AT1G70420,PO0025034,leaf mesophyll,AT1G70420,scRNA-seq
leaf mesophyll,AT1G70420,AT1G70420,NA,NA,AT1G70420,PO0025034,leaf epidermis,AT1G70420,scRNA-seq
leaf mesophyll,CZF1,AT2G40140,Vasculature,10.1093/plcell/koaa060,CZF1,PO0025034,leaf mesophyll,CZF1,scRNA-seq
leaf mesophyll,GATL10,AT3G28340,NA,NA,GATL10,PO0025034,leaf mesophyll,GATL10,scRNA-seq
leaf mesophyll,AT1G22810,AT1G22810,NA,NA,ERF019,PO0025034,leaf mesophyll,AT1G22810,scRNA-seq
leaf mesophyll,ATSDI1,AT5G48850,NA,NA,SDI1,PO0025034,leaf mesophyll,ATSDI1,scRNA-seq
leaf mesophyll,ATSDI1,AT5G48850,NA,NA,SDI1,PO0025034,bundle sheath,ATSDI1,scRNA-seq
leaf mesophyll,AT4G36010,AT4G36010,NA,NA,AT4G36010,PO0025034,leaf mesophyll,AT4G36010,scRNA-seq
leaf mesophyll,MYB4,AT4G38620,NA,NA,MYB4,PO0025034,leaf mesophyll,MYB4,scRNA-seq
leaf mesophyll,CNI1,AT5G27420,NA,NA,ATL31,PO0025034,leaf mesophyll,CNI1,scRNA-seq
leaf mesophyll,GRX480,AT1G28480,NA,NA,GRXC9,PO0025034,leaf mesophyll,GRX480,scRNA-seq
leaf mesophyll,DREB2B,AT3G11020,NA,NA,DREB2B,PO0025034,leaf mesophyll,DREB2B,scRNA-seq
leaf mesophyll,AT4G27270,AT4G27270,NA,NA,AT4G27270,PO0025034,leaf mesophyll,AT4G27270,scRNA-seq
leaf mesophyll,AT1G27700,AT1G27700,NA,NA,AT1G27700,PO0025034,leaf mesophyll,AT1G27700,scRNA-seq
leaf mesophyll,EGY3,AT1G17870,NA,NA,EGY3,PO0025034,leaf mesophyll,EGY3,scRNA-seq
leaf mesophyll,AT1G16022,AT1G16022,NA,NA,AT1G16022,PO0025034,leaf mesophyll,AT1G16022,scRNA-seq
leaf mesophyll,AT1G73510,AT1G73510,NA,NA,AT1G73510,PO0025034,leaf mesophyll,AT1G73510,scRNA-seq
leaf mesophyll,AT1G03220,AT1G03220,Epidermis,10.1093/plcell/koaa060,AT1G03220,PO0025034,leaf mesophyll,AT1G03220,scRNA-seq
leaf mesophyll,AT1G03220,AT1G03220,Epidermis,10.1093/plcell/koaa060,AT1G03220,PO0025034,leaf epidermis,AT1G03220,scRNA-seq
leaf mesophyll,AT5G10710,AT5G10710,NA,NA,AT5G10710,PO0025034,leaf mesophyll,AT5G10710,scRNA-seq
leaf mesophyll,TAF4B,AT1G27720,NA,NA,TAF4,PO0025034,leaf mesophyll,TAF4B,scRNA-seq
leaf mesophyll,AT1G67920,AT1G67920,NA,NA,AT1G67920,PO0025034,leaf mesophyll,AT1G67920,scRNA-seq
leaf mesophyll,AT5G46080,AT5G46080,NA,NA,AT5G46080,PO0025034,leaf mesophyll,AT5G46080,scRNA-seq
leaf mesophyll,FBS1,AT1G61340,NA,NA,AT1G61340,PO0025034,leaf mesophyll,FBS1,scRNA-seq
leaf mesophyll,FBS1,AT1G61340,NA,NA,AT1G61340,PO0025034,bundle sheath,FBS1,scRNA-seq
leaf mesophyll,AT1G61470,AT1G61470,NA,NA,CAF1-5,PO0025034,leaf mesophyll,AT1G61470,scRNA-seq
leaf mesophyll,AT1G76170,AT1G76170,NA,NA,AT1G76170,PO0025034,leaf mesophyll,AT1G76170,scRNA-seq
leaf mesophyll,AT5G48530,AT5G48530,NA,NA,AT5G48530,PO0025034,leaf mesophyll,AT5G48530,scRNA-seq
leaf mesophyll,AT5G48530,AT5G48530,NA,NA,AT5G48530,PO0025034,leaf epidermis,AT5G48530,scRNA-seq
leaf mesophyll,AT3G09360,AT3G09360,NA,NA,AT3G09360,PO0025034,leaf mesophyll,AT3G09360,scRNA-seq
leaf mesophyll,AT1G28760,AT1G28760,NA,NA,AT1G28760,PO0025034,leaf mesophyll,AT1G28760,scRNA-seq
leaf mesophyll,AT1G25400,AT1G25400,NA,NA,AT1G25400,PO0025034,leaf mesophyll,AT1G25400,scRNA-seq
leaf mesophyll,AT1G25400,AT1G25400,NA,NA,AT1G25400,PO0025034,leaf epidermis,AT1G25400,scRNA-seq
leaf mesophyll,LYK5,AT2G33580,NA,NA,LYK5,PO0025034,leaf mesophyll,LYK5,scRNA-seq
leaf mesophyll,LYK5,AT2G33580,NA,NA,LYK5,PO0025034,leaf epidermis,LYK5,scRNA-seq
leaf mesophyll,UCP5,AT2G22500,NA,NA,PUMP5,PO0025034,leaf mesophyll,UCP5,scRNA-seq
leaf mesophyll,HSP18.2,AT5G59720,NA,NA,HSP18.1,PO0025034,leaf mesophyll,HSP18.2,scRNA-seq
leaf mesophyll,AT2G41730,AT2G41730,NA,NA,AT2G41730,PO0025034,leaf mesophyll,AT2G41730,scRNA-seq
leaf mesophyll,AT2G41730,AT2G41730,NA,NA,AT2G41730,PO0025034,leaf epidermis,AT2G41730,scRNA-seq
leaf mesophyll,CYCD3;1,AT4G34160,Epidermis,10.1023/A:1006267013170,CYCD3-1,PO0025034,leaf mesophyll,CYCD3;1,scRNA-seq
leaf mesophyll,AT5G08770,AT5G08770,NA,NA,AT5G08770,PO0025034,leaf mesophyll,AT5G08770,scRNA-seq
leaf mesophyll,AT5G08770,AT5G08770,NA,NA,AT5G08770,PO0025034,bundle sheath,AT5G08770,scRNA-seq
leaf mesophyll,AT1G69890,AT1G69890,Epidermis,10.1093/plcell/koaa060,AT1G69890,PO0025034,leaf mesophyll,AT1G69890,scRNA-seq
leaf mesophyll,AT1G69890,AT1G69890,Epidermis,10.1093/plcell/koaa060,AT1G69890,PO0025034,leaf epidermis,AT1G69890,scRNA-seq
leaf mesophyll,AGC2-1,AT3G25250,NA,NA,OXI1,PO0025034,leaf mesophyll,AGC2-1,scRNA-seq
leaf mesophyll,CYP89A5,AT1G64950,NA,NA,CYP89A5,PO0025034,leaf mesophyll,CYP89A5,scRNA-seq
leaf mesophyll,AT1G21670,AT1G21670,NA,NA,AT1G21670,PO0025034,leaf mesophyll,AT1G21670,scRNA-seq
leaf mesophyll,A/N-InvC,AT3G06500,NA,NA,INVC,PO0025034,leaf mesophyll,A/N-InvC,scRNA-seq
leaf mesophyll,RDUF2,AT5G59550,Vasculature,10.1093/plcell/koaa060,AT5G59550,PO0025034,leaf mesophyll,RDUF2,scRNA-seq
leaf mesophyll,AT2G39650,AT2G39650,NA,NA,AT2G39650,PO0025034,leaf mesophyll,AT2G39650,scRNA-seq
leaf mesophyll,TCP9,AT2G45680,Vasculature,10.1093/plcell/koaa060,TCP9,PO0025034,leaf mesophyll,TCP9,scRNA-seq
leaf mesophyll,TCP9,AT2G45680,Vasculature,10.1093/plcell/koaa060,TCP9,PO0025034,bundle sheath,TCP9,scRNA-seq
leaf mesophyll,AT4G19420,AT4G19420,Guard cell,10.1093/plcell/koaa060,AT4G19420,PO0025034,leaf mesophyll,AT4G19420,scRNA-seq
leaf mesophyll,SEN1,AT4G35770,NA,NA,STR15,PO0025034,leaf mesophyll,SEN1,scRNA-seq
leaf mesophyll,SEN1,AT4G35770,NA,NA,STR15,PO0025034,leaf,SEN1,Bulk RNA-seq
leaf mesophyll,AT1G69160,AT1G69160,NA,NA,AT1G69160,PO0025034,leaf mesophyll,AT1G69160,scRNA-seq
leaf mesophyll,AT1G27030,AT1G27030,NA,NA,AT1G27030,PO0025034,leaf mesophyll,AT1G27030,scRNA-seq
leaf mesophyll,AT1G27030,AT1G27030,NA,NA,AT1G27030,PO0025034,bundle sheath,AT1G27030,scRNA-seq
leaf mesophyll,SIS,AT5G02020,NA,NA,SIS,PO0025034,leaf mesophyll,SIS,scRNA-seq
leaf mesophyll,,ATCG00660,NA,NA,RPL20,PO0025034,leaf mesophyll,,scRNA-seq
leaf mesophyll,,ATCG00730,NA,NA,PETD,PO0025034,leaf mesophyll,,scRNA-seq
leaf mesophyll,,ATCG01080,NA,NA,NDHG,PO0025034,leaf mesophyll,,scRNA-seq
bundle sheath,SBP2,AT4G14040,Vasculature,10.1093/plcell/koaa060,SBP2,PO0025034,bundle sheath,SBP2,scRNA-seq
bundle sheath,CYP83A1,AT4G13770,Vasculature,10.1093/plcell/koaa060,CYP83A1,PO0025034,bundle sheath,CYP83A1,scRNA-seq
bundle sheath,CYP83A1,AT4G13770,Vasculature,10.1093/plcell/koaa060,CYP83A1,PO0025034,leaf,CYP83A1,Bulk RNA-seq
bundle sheath,BCAT4,AT3G19710,Vasculature,10.1093/plcell/koaa060,BCAT4,PO0025034,bundle sheath,BCAT4,scRNA-seq
