peptide,type
XP_015634858,KIN
XP_015645303,RLP
XP_015621068,KIN
XP_015621069,KIN
XP_004228809,TNL
NP_001319325,T
XP_025877221,NL
XP_025877222,KIN
NP_200734,KIN
NP_849550,KIN
XP_004246576,RLK
XP_015646876,KIN
XP_015625188,KIN
XP_015646306,T
NP_199586,KIN
NP_001327255,CTNL
XP_015646879,RLK
XP_015620919,KIN
XP_015620918,KIN
XP_025888331,TNL
XP_025888333,KIN
XP_025888482,KIN
XP_015620910,CN
XP_015620913,CN
NP_001320886,KIN
XP_015620917,KIN
XP_015620916,KIN
XP_004242669,KIN
XP_004251482,KIN
XP_004236511,RLK
XP_025882229,KIN
NP_198854,KIN
XP_025886424,KIN
NP_001318742,TNL
XP_015636175,KIN
NP_001318747,RLK
XP_025886421,KIN
XP_025888775,N
NP_567568,KIN
NP_001327439,KIN
XP_004234249,RLK
NP_177762,KIN
XP_025877012,RLK
NP_850859,KIN
NP_194627,KIN
NP_567748,RLK
NP_001332249,KIN
XP_004251679,CK
XP_025883795,CK
NP_201464,N
NP_974536,KIN
XP_015615407,RLP
XP_015615406,RLK
XP_015615405,RLK
XP_025887084,KIN
XP_015615401,CNL
NP_174689,RLP
XP_004244239,RLK
NP_179024,TNL
XP_004237609,RLP
NP_194339,NL
NP_001328968,TNL
NP_001328969,TNL
XP_015638989,KIN
NP_001328962,KIN
NP_001328963,KIN
NP_001328960,KIN
NP_001328961,KIN
NP_001323206,KIN
XP_004233044,KIN
NP_001323204,KIN
NP_001323205,KIN
NP_001329567,KIN
NP_001329566,KIN
NP_001329562,KIN
XP_004239804,CN
NP_001329569,KIN
NP_001329568,KIN
XP_025885243,N
XP_019069708,KIN
XP_025885240,N
XP_025885244,N
XP_019069705,KIN
XP_025875810,CN
XP_019069707,KIN
XP_019069706,KIN
NP_188367,KIN
XP_004237748,RLK
XP_004249029,RLK
XP_010312974,KIN
XP_019070237,KIN
NP_001326120,TNL
XP_015617148,RLK
XP_015612318,N
XP_015627379,KIN
XP_015613801,KIN
XP_015613803,KIN
XP_025876825,KIN
XP_004240116,KIN
XP_004245470,KIN
XP_015617361,RLK
XP_015617363,RLK
XP_015617364,RLK
XP_010326006,KIN
XP_015629470,CN
XP_015616364,CN
XP_004253524,KIN
NP_001184962,KIN
XP_015625966,RLK
XP_025878146,KIN
XP_015625964,KIN
XP_025878141,KIN
XP_025878142,KIN
NP_001320838,KIN
NP_001031498,RLK
XP_004234802,RLK
NP_001320836,KIN
NP_851230,KIN
NP_001330714,TNL
XP_025880968,RLP
NP_001330716,CK
NP_001330717,CK
XP_015630754,KIN
NP_001330713,TNL
XP_025880961,KIN
XP_015638564,RLK
NP_001330718,CK
XP_025880966,KIN
XP_025875679,N
XP_025875678,N
NP_849636,KIN
NP_849637,KIN
NP_001320503,KIN
NP_192873,T
XP_025875677,N
XP_025884309,RLK
NP_180825,RLP
NP_180827,CL
XP_015620213,KIN
XP_015618781,KIN
XP_010320380,KIN
XP_025877195,NL
XP_010317616,CK
XP_010317617,CK
NP_189162,KIN
XP_015610759,CNL
XP_015610756,CNL
XP_015610757,CNL
XP_004252694,CK
XP_025877419,N
XP_025877418,N
XP_015650538,CNL
NP_191323,KIN
NP_176590,TNL
XP_010313922,RLK
NP_001234427,RLP
NP_177974,KIN
XP_015629096,KIN
XP_025877342,CN
XP_010323084,KIN
NP_001326643,KIN
XP_004230003,KIN
XP_010316875,RLK
NP_176379,KIN
XP_004235071,KIN
XP_010316871,RLK
XP_010316870,RLK
XP_004234655,KIN
XP_004234657,KIN
XP_025883890,CK
XP_025883891,CK
XP_025888817,KIN
XP_010325389,CN
XP_015617962,CN
XP_015617960,CNL
XP_015617961,CNL
NP_001265903,KIN
NP_192172,KIN
NP_180916,KIN
NP_176314,CNL
XP_019071082,KIN
NP_850467,KIN
XP_010323839,KIN
XP_015627197,KIN
XP_015639109,KIN
XP_015632266,KIN
XP_015648023,RLK
XP_015648022,RLK
XP_015648021,RLK
XP_015648020,RLK
XP_004246320,KIN
XP_015614124,KIN
XP_004246328,RLP
XP_015625796,KIN
XP_015625797,KIN
XP_015640238,CN
XP_015640239,KIN
NP_001319689,KIN
XP_025881023,CK
XP_025881022,CK
XP_025881021,CK
XP_025881020,CK
XP_025881024,CK
XP_025882059,N
NP_001320019,KIN
NP_001320016,RLK
XP_015612870,KIN
XP_010318080,RLK
XP_010318087,CNL
XP_025886217,KIN
XP_010318085,CNL
NP_001332384,KIN
NP_001078562,RLK
NP_001332380,KIN
NP_001332383,KIN
NP_001332382,KIN
XP_025885499,KIN
XP_015632488,N
XP_015632489,N
XP_015628462,KIN
XP_004252979,RLK
XP_015632486,N
NP_190536,RLK
XP_015651470,RLP
XP_010314460,KIN
XP_010314463,KIN
XP_015613479,NL
XP_019071330,TRAN
XP_019066842,RLP
NP_566757,RLP
NP_001233761,KIN
XP_015614898,NL
XP_015617777,N
XP_015617776,N
XP_015617775,N
XP_015617772,KIN
XP_025880774,KIN
XP_025880771,KIN
XP_025880772,KIN
XP_025880773,KIN
NP_001330383,KIN
NP_001330382,KIN
NP_187867,RLP
XP_015645204,CN
XP_015645209,KIN
XP_015642095,RLP
XP_025876668,KIN
XP_010319539,RLK
NP_001329229,KIN
XP_019067464,KIN
NP_001329222,L
NP_001329221,L
XP_015624170,KIN
XP_015650708,CN
XP_015622688,KIN
XP_025879172,N
XP_025879173,CN
XP_015637759,KIN
XP_025879171,N
XP_015635934,KIN
NP_001321370,KIN
NP_200774,RLK
NP_001326412,KIN
NP_001321374,RLP
XP_019069077,CK
NP_001296180,RLK
XP_025886383,NL
NP_974713,RLK
NP_001296828,KIN
XP_019069078,CK
XP_015610927,KIN
XP_015615734,N
XP_015634089,KIN
XP_015637571,KIN
NP_001330259,TN
XP_015643936,RLP
NP_187132,KIN
NP_001318030,CN
XP_004249884,KIN
XP_004249886,KIN
XP_015611349,RLK
NP_192366,KIN
NP_192360,KIN
NP_001318310,RLK
XP_015646833,KIN
XP_025877650,CN
XP_004229198,KIN
XP_025881902,CN
NP_176789,RLK
XP_025880733,KIN
XP_025877209,N
XP_025880882,NL
NP_176783,TN
NP_001321997,RLP
XP_025877202,CNL
XP_004247106,CLK
NP_001234360,KIN
XP_025877201,KIN
XP_025880880,NL
NP_849573,KIN
NP_849571,KIN
XP_015619259,KIN
XP_025878944,CN
XP_025878945,CN
XP_025878940,CN
XP_025878941,CN
XP_025878942,CN
XP_025884513,KIN
XP_010319702,KIN
NP_001322311,RLK
NP_177560,RLP
XP_025884896,CLK
NP_188919,RLP
NP_850128,KIN
NP_192588,KIN
NP_195802,KIN
XP_004242680,RLK
XP_015636625,CK
XP_015636620,KIN
XP_015636621,KIN
NP_192587,KIN
NP_177780,KIN
XP_015633057,CNL
XP_015644671,RLK
XP_025888170,RLP
NP_181396,KIN
NP_001031780,KIN
XP_015614598,CK
XP_015614843,RLP
XP_015614592,KIN
XP_015614591,KIN
XP_015616994,NL
NP_001332267,KIN
XP_015616996,NL
XP_015616993,NL
XP_004243483,KIN
XP_015613646,N
XP_004251615,KIN
NP_193184,CK
XP_015615426,KIN
NP_001320243,KIN
NP_001328019,TNL
XP_025885003,KIN
NP_179000,RLK
NP_001321579,RLK
XP_015623310,KIN
NP_001154440,KIN
XP_010325596,CK
XP_015615852,KIN
NP_178230,RLK
NP_568971,RLK
XP_015632675,RLK
XP_004233716,KIN
XP_025887356,N
NP_568977,RLK
XP_015632908,CK
XP_004233719,KIN
XP_010315703,CN
NP_195009,KIN
NP_201077,RLK
XP_025875872,CNL
XP_025877308,CNL
XP_015628894,KIN
NP_001331467,TNL
XP_015628893,RLP
NP_180114,RLP
NP_180117,RLP
XP_019070216,N
XP_015612995,NL
NP_001185247,RLK
XP_015643660,KIN
XP_015643661,KIN
XP_015616694,KIN
XP_015619410,KIN
XP_015616698,KIN
XP_004238445,KIN
XP_004238998,RLK
XP_015631288,N
XP_015613866,KIN
NP_172782,RLP
XP_019066695,CN
XP_015631287,N
XP_015631286,N
NP_001322883,KIN
XP_004240170,KIN
XP_015620669,N
XP_015634723,KIN
XP_004247480,KIN
XP_004247481,KIN
NP_001154418,T
XP_010326028,RLK
XP_015629414,KIN
XP_015620858,KIN
XP_025878163,RLK
NP_196589,CK
XP_015630738,KIN
NP_001320765,RLP
NP_001320812,KIN
NP_001320810,KIN
NP_001320811,KIN
NP_001321943,N
XP_025879784,RLK
NP_001332468,RLK
XP_025875696,NL
XP_025875695,N
XP_004232979,KIN
XP_025875693,N
XP_025875692,N
XP_025875691,N
XP_025875690,N
XP_025875698,KIN
XP_015627252,RLK
XP_015616345,KIN
NP_001234626,RLK
XP_015610773,RLK
XP_015610777,KIN
NP_973647,KIN
XP_025888785,KIN
NP_173120,CK
XP_004229508,KIN
XP_025887514,KIN
XP_015647347,KIN
XP_025880238,NL
XP_004235274,KIN
XP_025877430,RLP
NP_176571,TNL
XP_025877437,RLK
XP_025877438,KIN
XP_025877929,CN
NP_850041,KIN
XP_025877698,KIN
XP_004250739,KIN
NP_001326623,CK
NP_181897,KIN
NP_001326621,KIN
NP_001326620,CK
NP_192777,KIN
NP_001326624,CK
XP_015623120,KIN
XP_015626443,KIN
XP_015626442,KIN
XP_015626333,CNL
XP_004234636,KIN
XP_015623127,RLK
XP_015626449,KIN
XP_015623128,RLK
XP_004233946,KIN
XP_004253241,KIN
XP_015617902,NL
XP_015617903,NL
XP_015617905,N
XP_004250884,KIN
XP_004250885,KIN
XP_015611968,KIN
XP_010321101,KIN
NP_001190056,KIN
NP_192110,KIN
XP_015641981,RLK
XP_015615859,RLP
NP_974960,KIN
NP_850488,KIN
NP_197548,RLK
XP_015615853,RLK
XP_015632245,KIN
XP_015616935,CNL
XP_015632249,KIN
NP_174039,RLK
NP_001190588,CK
XP_015651005,RLK
XP_015614452,RLP
XP_025886583,RLK
NP_001190586,RLP
XP_010312070,KIN
NP_001327572,KIN
XP_015628660,KIN
XP_015633307,CK
NP_199394,KIN
XP_015620471,KIN
XP_015620476,KIN
NP_199390,RLK
NP_199393,KIN
NP_199392,RLK
NP_200200,RLK
XP_004230392,RLK
XP_015625440,KIN
XP_015625441,KIN
XP_025875769,CNL
XP_010314665,KIN
NP_193641,N
NP_193640,RLP
XP_019071530,KIN
XP_025881911,RLP
NP_190049,TNL
XP_025881917,N
NP_199027,KIN
NP_190047,KIN
XP_015620787,KIN
XP_015635045,KIN
XP_015645195,RLK
XP_015633636,KIN
XP_010314442,CK
XP_015615092,CN
NP_974619,KIN
XP_015644581,KIN
XP_015613459,KIN
XP_015613100,RLK
XP_015613452,KIN
XP_015613454,KIN
XP_015612501,N
XP_004239105,KIN
NP_179279,TNL
XP_025875991,RLK
NP_172061,RLK
XP_004252954,KIN
XP_004238856,KIN
XP_025878312,RLP
NP_001077499,KIN
NP_001077498,KIN
XP_015629750,KIN
XP_025878592,CNL
NP_001329247,KIN
NP_001329248,KIN
NP_001329249,KIN
XP_019066869,RLP
XP_015631633,KIN
XP_015631636,KIN
XP_010323198,N
NP_180631,KIN
XP_015616397,CNL
XP_015638719,KIN
XP_015616395,CN
XP_015610909,KIN
XP_025876995,N
NP_001190878,KIN
XP_015610903,KIN
XP_004244708,NL
XP_025876647,KIN
NP_193688,CTNL
XP_004234046,CN
NP_193685,TNL
XP_025875734,KIN
NP_001269003,KIN
NP_193687,CTNL
XP_010324336,KIN
NP_193686,TNL
NP_565084,RLK
XP_015625205,KIN
XP_015617351,CN
XP_015637771,KIN
XP_004248400,KIN
XP_025877778,KIN
XP_004247122,KIN
NP_001234381,KIN
XP_004235483,RLK
XP_025877777,KIN
XP_004234026,KIN
XP_025884531,KIN
XP_025884534,KIN
XP_025878968,KIN
XP_015637553,CK
XP_010319429,CN
XP_010319428,CN
NP_564335,RLK
XP_010319427,L
NP_193432,CNT
NP_197392,KIN
XP_015633076,KIN
XP_004234287,KIN
XP_015633075,KIN
XP_004229716,KIN
NP_850812,KIN
XP_015615199,CN
XP_015615198,CN
XP_015614867,CK
XP_004251639,RLK
XP_015618104,RLK
NP_190569,KIN
NP_974577,T
XP_010325022,KIN
XP_015615994,KIN
XP_015615997,KIN
NP_974578,T
XP_004233885,KIN
XP_015645051,NL
XP_015645052,NL
NP_001324598,RLK
NP_198701,TNL
XP_015626169,CNL
NP_001321380,TNL
NP_178254,CK
XP_004252017,CK
NP_188064,NL
NP_001328290,KIN
NP_001328293,CK
NP_001328294,CK
XP_015616586,RLP
XP_015627789,KIN
XP_010315276,RLK
XP_010314054,KIN
XP_025875858,KIN
XP_025885309,KIN
XP_015617105,KIN
XP_015617106,KIN
XP_015648614,KIN
XP_015648616,KIN
XP_015648617,KIN
XP_015614719,CL
NP_001185260,RLP
NP_001318694,TNL
XP_015614710,KIN
NP_001318692,KIN
NP_001185265,CNL
XP_015619431,KIN
XP_015618815,KIN
XP_015613847,KIN
XP_025878760,KIN
XP_015641736,N
XP_015641737,N
NP_001328434,KIN
XP_025884883,RLP
NP_172492,KIN
XP_004245435,RLK
XP_025884887,KIN
NP_001328433,KIN
NP_001320609,KIN
NP_001320608,KIN
NP_001320604,CK
XP_004236113,CK
NP_001154434,T
XP_015629432,RLK
NP_001324737,RLK
NP_001329523,KIN
NP_001329525,KIN
NP_001329524,KIN
NP_001329527,KIN
XP_004228437,RLP
XP_004238646,RLK
NP_175225,RLP
NP_175224,L
XP_004238642,KIN
XP_004238643,KIN
XP_015628340,KIN
XP_015639436,KIN
XP_019066413,KIN
XP_015639430,KIN
XP_025878105,KIN
XP_025878108,KIN
XP_025882877,CN
XP_015639438,KIN
XP_015630864,RLK
XP_015630865,KIN
XP_015630713,KIN
NP_001330750,NL
NP_001330751,NL
NP_001330752,NL
NP_001330753,NL
NP_001330754,NL
NP_001330755,NL
XP_015635569,KIN
XP_004232910,RLP
NP_196702,KIN
NP_196701,KIN
NP_180865,RLP
NP_180864,RLP
NP_180867,RLP
NP_180861,RLP
NP_180862,RLP
NP_199829,KIN
NP_001031980,T
XP_015618748,KIN
NP_176572,TNL
XP_015611193,KIN
XP_010322768,KIN
XP_010322764,KIN
XP_010322765,RLK
XP_010322760,KIN
XP_010322835,CK
XP_015633193,CN
XP_010320695,TNL
XP_019066813,KIN
XP_015647365,KIN
XP_015647364,KIN
XP_019067237,CK
XP_015638380,KIN
XP_019067238,CK
NP_176557,KIN
XP_004235251,RLK
NP_176083,KIN
NP_176080,T
XP_015623697,KIN
XP_025876366,N
XP_025876365,N
XP_015615295,CK
XP_025887613,KIN
XP_015624403,KIN
NP_176339,KIN
XP_015645884,CNL
NP_176334,KIN
XP_004235037,KIN
XP_015645888,KIN
XP_010315428,KIN
NP_568138,KIN
NP_001326355,RLK
XP_015636832,RLK
XP_010316834,RLK
XP_010316837,RLK
XP_010316836,RLK
XP_010316838,RLP
XP_010315425,KIN
NP_850718,KIN
XP_025886624,KIN
XP_025886625,KIN
XP_025886620,RLK
NP_001030723,CK
XP_015615876,CNL
XP_004235750,KIN
XP_015643079,KIN
XP_025877017,N
NP_001185010,KIN
XP_015619999,NL
NP_174019,KIN
NP_197708,KIN
XP_004233046,RLK
XP_004243783,TNL
XP_004234613,KIN
XP_004234341,RLK
XP_015620419,KIN
XP_004233342,RLK
XP_015612132,KIN
NP_195704,N
NP_197569,RLK
NP_198395,CN
NP_198391,KIN
XP_019070391,KIN
XP_019070392,KIN
XP_019070393,KIN
XP_019070649,RLK
XP_019068682,CK
XP_015613436,KIN
XP_015641501,KIN
XP_015633017,RLK
XP_010325927,KIN
XP_015617737,KIN
XP_025880884,NL
XP_015617738,KIN
XP_025880734,KIN
XP_015629593,KIN
XP_015629590,KIN
XP_025880881,NL
XP_004250155,CK
NP_187827,KIN
XP_015649085,CN
XP_010327076,N
XP_004228606,RLK
NP_198934,RLK
NP_001316454,TNL
XP_025878378,KIN
NP_001331341,TNL
NP_001331342,TNL
NP_001331343,TNL
XP_015628423,CNL
NP_001324491,TNL
XP_025878377,KIN
XP_025880084,N
XP_019067937,NL
XP_015629774,KIN
NP_001321966,CLK
XP_004243974,RLK
XP_010312292,KIN
XP_010323171,KIN
NP_180658,KIN
XP_010323173,KIN
NP_180655,KIN
NP_180651,KIN
XP_015616065,KIN
XP_015616066,KIN
XP_015623990,RLK
XP_015623991,RLK
XP_004232587,L
XP_004232580,KIN
NP_188689,KIN
XP_015610966,KIN
XP_025878591,CNL
XP_025878590,CNL
NP_001311452,L
XP_025876627,RLK
NP_200469,KIN
NP_001234011,KIN
XP_025877572,KIN
XP_004249591,KIN
XP_025877578,NL
NP_001030916,KIN
XP_025875719,KIN
XP_015634598,KIN
XP_025886812,CN
NP_566689,KIN
XP_015625261,KIN
NP_001325096,RLK
NP_001325099,CK
NP_001325098,CK
NP_849538,RLK
XP_025877717,RLP
XP_010323274,RLP
XP_015636994,KIN
NP_177218,N
XP_025884559,N
NP_564137,KIN
NP_177210,KIN
XP_010322465,KIN
NP_001327766,KIN
XP_025884556,KIN
XP_025884557,KIN
XP_025888424,RLK
XP_025888425,RLP
XP_010327514,KIN
XP_025888428,KIN
XP_025888358,RLK
XP_015637827,RLP
XP_015637826,RLP
XP_015636191,RLK
NP_567813,N
NP_567812,KIN
XP_015636668,KIN
NP_851124,CN
NP_851126,CN
NP_564353,KIN
NP_001327493,N
XP_025877981,N
NP_001327496,KIN
NP_001327495,KIN
NP_001327494,N
XP_015615600,KIN
XP_025876455,NL
XP_015646949,RLK
NP_001190624,RLK
XP_015626766,RLK
NP_001323008,RLK
XP_015624619,KIN
XP_025882242,KIN
XP_025882243,KIN
NP_001326011,KIN
XP_025885734,KIN
NP_001321530,CK
NP_001322718,KIN
XP_004243198,RLK
XP_004243199,CK
NP_001321538,TNL
XP_015626100,KIN
XP_015626101,KIN
NP_198720,N
NP_850520,KIN
XP_004233759,KIN
NP_001329426,KIN
NP_001328967,TNL
XP_015645622,KIN
NP_001319904,KIN
NP_001319908,KIN
XP_015617124,KIN
XP_015617122,N
XP_015617123,N
XP_025881372,KIN
XP_004247501,RLK
NP_001185200,RLK
XP_015648633,KIN
NP_001329722,CNL
NP_001329721,CTNL
NP_001329720,CTNL
NP_001329725,KIN
XP_015618834,RLK
XP_015618830,RLK
XP_025878743,RLP
XP_025881630,KIN
XP_025878744,RLP
NP_001328414,CNL
NP_001031552,KIN
NP_001031553,KIN
NP_001320621,RLK
XP_015651350,KIN
XP_019068144,CN
XP_015617389,CN
XP_019068141,RLK
XP_015651358,RLK
NP_001329091,KIN
NP_001329090,KIN
NP_001329093,KIN
NP_001329092,KIN
NP_001154456,KIN
XP_015635362,RLK
XP_015634366,KIN
NP_172561,NL
NP_172563,CK
XP_025882819,KIN
NP_190725,CTNL
XP_004247993,RLK
NP_190723,KIN
NP_001320726,KIN
NP_001320727,KIN
NP_189874,RLK
NP_564904,RLK
XP_015611604,KIN
NP_196761,CK
NP_196092,N
XP_025877672,RLP
XP_025879807,KIN
XP_015639675,RLK
XP_010323783,KIN
XP_015618760,RLK
XP_015639670,KIN
XP_010323780,KIN
NP_566213,RLK
NP_001324937,KIN
XP_004239317,KIN
XP_015616381,RLP
XP_015616380,RLK
XP_015616470,KIN
XP_015616479,N
XP_015649276,CN
XP_015644840,KIN
XP_015618491,RLK
NP_001325807,KIN
NP_173166,RLK
NP_173167,RLP
XP_015622900,KIN
XP_025887551,KIN
XP_025887553,KIN
XP_025887552,KIN
XP_025887554,KIN
NP_173168,RLP
NP_001032165,KIN
XP_025877968,KIN
NP_176539,KIN
NP_001234483,RLK
XP_004249452,KIN
NP_176532,RLK
NP_001234485,KIN
XP_010315855,KIN
NP_182229,KIN
XP_015639849,KIN
XP_010313813,RLP
XP_025883072,RLK
XP_025883070,RLK
XP_025883071,RLK
XP_025876381,NL
XP_025876382,NL
XP_025876388,RLK
XP_015621107,RLP
XP_015621106,RLP
XP_015624422,RLP
XP_015633722,KIN
XP_025885897,L
XP_010321493,TNL
NP_192739,KIN
NP_001321899,RLK
NP_001321898,RLK
XP_004230068,RLK
XP_015619013,CN
XP_015610738,KIN
XP_015610734,NL
NP_001319284,KIN
XP_015610732,CNL
XP_015610733,CNL
XP_015610730,CNL
XP_015631881,CK
XP_025877389,NL
XP_004242763,KIN
XP_025877385,KIN
XP_025877383,KIN
NP_200637,CN
NP_001190013,KIN
NP_001185209,CK
NP_200638,RLK
NP_001319135,RLP
XP_015639110,KIN
XP_015643370,NL
XP_015615810,KIN
XP_015615811,KIN
XP_015636780,CN
XP_015615818,KIN
NP_001325073,RLP
NP_001307923,KIN
XP_025877036,CN
XP_025877031,RLK
XP_015620118,CNL
XP_025882389,N
XP_015643010,KIN
XP_025877039,KIN
NP_001318425,KIN
NP_194025,KIN
NP_177007,RLK
XP_004237188,N
XP_025884765,KIN
XP_025888658,RLK
XP_025883380,RLP
XP_015627356,CK
XP_015627426,KIN
XP_010315689,TNL
XP_010315688,TNL
NP_194585,RLP
NP_001324948,KIN
NP_001324949,KIN
NP_001324940,KIN
NP_001324941,KIN
NP_001324942,KIN
NP_001324943,KIN
NP_001324944,KIN
NP_200249,KIN
NP_001324946,KIN
NP_001324947,KIN
XP_010319214,N
NP_195726,KIN
NP_001332324,KIN
NP_195722,KIN
XP_010313901,KIN
NP_001332329,TNL
NP_001332328,TNL
XP_015633223,KIN
NP_193606,KIN
NP_193602,RLP
NP_974381,RLP
XP_015642493,KIN
NP_190006,KIN
NP_194054,KIN
NP_194056,KIN
NP_194050,KIN
NP_194052,KIN
NP_194058,KIN
XP_015640388,RLK
XP_015640385,CK
XP_004244622,KIN
XP_004244627,KIN
XP_015649710,RLK
XP_019071393,KIN
NP_179188,RLP
NP_175747,RLK
XP_015641523,KIN
XP_025879868,CK
XP_025879869,CK
NP_001328661,NL
XP_015628623,L
XP_015642723,RLK
XP_025879866,CK
XP_025879867,CK
XP_025880716,RLK
XP_015629575,KIN
XP_015642870,KIN
XP_015642871,KIN
XP_004250172,RLK
NP_001321708,KIN
XP_015621743,KIN
XP_015621741,KIN
XP_015649357,CNL
XP_015640658,KIN
XP_015640659,KIN
NP_001321705,RLK
NP_001321706,RLK
XP_025875954,KIN
XP_015644093,KIN
XP_004228623,RLP
XP_025875957,CNL
XP_004228624,RLP
XP_025875953,KIN
NP_178045,KIN
XP_015644098,CN
XP_015644099,CN
XP_025875958,CNL
XP_010312507,CN
XP_015624195,RLP
XP_015635196,KIN
XP_015635195,KIN
NP_195984,KIN
XP_015623429,KIN
XP_019069172,KIN
XP_019069171,RLP
XP_015641385,RLK
XP_015648632,KIN
XP_015634826,KIN
XP_015631673,KIN
NP_001319738,RLK
NP_001319733,KIN
XP_015639080,RLP
XP_015617249,CN
NP_568320,KIN
XP_015616044,CN
NP_001329890,KIN
XP_010323339,RLP
XP_015644813,KIN
NP_173372,KIN
XP_025876974,KIN
XP_025876973,KIN
XP_025876972,KIN
XP_025877100,CNL
XP_015615741,KIN
NP_001119458,RLK
XP_025887695,RLK
NP_001030939,CK
XP_025886838,RLK
XP_015643382,RLP
NP_001119454,KIN
XP_025880356,KIN
NP_196379,KIN
XP_019067885,KIN
XP_004240424,KIN
NP_001322204,NL
XP_004240423,KIN
XP_025880355,KIN
XP_025880352,KIN
XP_025880353,KIN
NP_001332395,CTNL
XP_025880350,KIN
NP_001330239,CLK
XP_019068493,CK
NP_001077679,KIN
XP_025880351,KIN
XP_015636462,KIN
XP_015636463,KIN
XP_015636460,KIN
NP_001319236,CK
XP_025888403,KIN
XP_015620996,RLK
XP_015618539,N
NP_001325565,RLP
NP_001325566,RLP
XP_015637845,KIN
NP_187156,KIN
XP_015622635,N
XP_019067002,RLP
NP_176279,RLK
XP_025882504,KIN
XP_004249714,CN
XP_025877734,RLK
NP_179957,KIN
XP_004243425,KIN
NP_177492,KIN
NP_001322560,TNL
XP_004234790,CK
XP_004243429,N
XP_004243358,CK
XP_015626290,KIN
XP_015647038,KIN
XP_010325063,KIN
XP_015615486,CK
NP_001323023,CK
NP_198907,TNL
NP_567870,RLK
XP_015626128,RLK
XP_015626127,KIN
XP_004234420,KIN
NP_197937,RLP
XP_015633694,KIN
XP_019068143,KIN
NP_001330914,TNL
XP_004252054,RLP
XP_015632347,N
NP_568664,TN
XP_015632341,KIN
XP_010315239,KIN
XP_015635366,KIN
XP_010315230,KIN
XP_015632348,N
XP_015619814,KIN
XP_015619815,KIN
XP_015619816,KIN
XP_004246289,RLK
NP_001190605,KIN
XP_004246282,KIN
XP_019069784,RLP
NP_001319924,RLP
XP_004247525,KIN
NP_001185224,KIN
XP_015612979,KIN
NP_001329877,CNT
NP_001329876,N
NP_001329875,CNT
NP_001329874,CNT
NP_001329873,CNT
NP_001078408,KIN
NP_001329871,N
NP_001329708,RLP
NP_001329879,N
NP_001329878,N
XP_025878729,RLP
XP_004240198,KIN
XP_025878723,RLP
XP_004240190,RLP
XP_015627658,CN
NP_199160,CN
XP_015627653,CK
XP_015627652,CK
NP_001154470,KIN
NP_567122,KIN
NP_001324776,KIN
XP_010319026,CK
XP_010319025,CK
XP_010319024,CK
XP_010312314,CNL
XP_010312315,CNL
XP_015631191,RLP
NP_196564,RLK
XP_015631195,RLK
XP_010312313,CNL
XP_004238689,KIN
NP_190742,RLK
NP_001031439,KIN
XP_010327688,KIN
XP_015644378,RLP
XP_010327683,KIN
XP_010327687,KIN
XP_015618708,RLK
NP_973477,T
XP_015617504,CK
XP_015617505,CK
XP_025879098,KIN
XP_015647633,RLK
XP_025879091,KIN
XP_025879090,KIN
XP_025879093,KIN
XP_025879092,KIN
XP_019068557,KIN
XP_025879094,KIN
XP_025879097,KIN
XP_025879096,KIN
NP_190724,TNL
NP_001321457,KIN
NP_001032009,KIN
XP_015649294,RLK
NP_001031435,KIN
NP_175260,KIN
XP_015649299,KIN
XP_025879675,N
XP_004241102,KIN
XP_015622929,KIN
NP_176043,TNL
NP_176047,TNL
NP_176044,TNL
XP_025877949,KIN
XP_025877948,KIN
XP_004232751,KIN
XP_004235218,RLK
NP_001321078,KIN
XP_015631449,KIN
XP_015617310,CN
NP_188722,KIN
NP_182208,KIN
NP_196746,KIN
XP_015634126,KIN
XP_015638127,RLP
XP_015638122,RLP
NP_179890,KIN
XP_015638129,RLP
XP_015619032,KIN
NP_001030893,KIN
XP_015619030,KIN
XP_015619031,KIN
NP_564584,KIN
NP_199337,TN
XP_015619158,KIN
NP_001234202,CN
XP_015619152,N
NP_001154275,KIN
XP_015617703,RLK
XP_025884297,KIN
NP_177390,RLK
XP_025884299,RLP
XP_025884298,KIN
XP_025888094,KIN
XP_004234168,KIN
NP_001318404,KIN
NP_189531,RLP
XP_025877054,CN
NP_001318408,CK
XP_025884749,TNL
XP_015625712,CK
XP_015625713,CK
XP_015626357,RLK
NP_850755,CK
XP_015626358,RLK
NP_193599,RLK
XP_025886297,KIN
XP_025886296,KIN
XP_010319234,RLP
XP_010319235,RLP
XP_015618286,N
XP_004251996,KIN
XP_015649902,KIN
XP_025878986,RLP
XP_015635750,KIN
XP_004243659,RLP
XP_004244604,KIN
XP_015613165,KIN
XP_004237148,CN
NP_175894,CK
NP_175724,CK
XP_025883906,CK
XP_004237141,RLK
NP_001323343,KIN
NP_001323342,CK
NP_001323341,CK
NP_001323340,CK
NP_001329114,KIN
NP_001329115,KIN
NP_001329116,KIN
XP_015629551,RLP
NP_001329112,KIN
NP_001329113,KIN
XP_015640677,KIN
XP_025880848,RLP
NP_001329118,TNL
NP_191196,RLK
XP_025885500,RLP
XP_025885501,RLP
XP_015648681,RLK
XP_025885509,N
NP_201170,CK
NP_001331309,TNL
XP_025875977,RLK
NP_198970,TNL
XP_019070607,RLK
XP_004245091,N
XP_019070352,KIN
XP_015617081,KIN
XP_015617080,KIN
NP_190026,TNL
NP_195303,CK
NP_001332195,RLK
XP_025881414,RLK
