Species_type,Tissus_type,Tissue_type_PO,Cell_type,Cell_type_PO,Cell_marker_name,Gene_symbol,Gene_id,Gene_id_rap,Protein_name,Protein_id,Marker_resource,PMID,Note_gene_type,Description
Arabidopsis_thaliana,leaf,PO0025034,leaf stomatal pore,PO0025235,,BAG6,AT2G46240,,,,scRNA-seq,32592820,Differentially expressed gene,BCL-2-associated athanogene 6
Arabidopsis_thaliana,leaf,PO0025034,leaf stomatal pore,PO0025235,,AT5G10990,AT5G10990,,,,scRNA-seq,32592820,Differentially expressed gene,SAUR-like auxin-responsive protein family
Arabidopsis_thaliana,leaf,PO0025034,leaf stomatal pore,PO0025235,,AT1G61280,AT1G61280,,,,scRNA-seq,32592820,Differentially expressed gene,"Phosphatidylinositol N-acetylglucosaminyltransferase, GPI19/PIG-P subunit"
Arabidopsis_thaliana,leaf,PO0025034,leaf stomatal pore,PO0025235,,PPCK1,AT1G08650,,,,scRNA-seq,32592820,Differentially expressed gene,phosphoenolpyruvate carboxylase kinase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf stomatal pore,PO0025235,,bZIP6,AT2G22850,,,,scRNA-seq,32592820,Differentially expressed gene,basic leucine-zipper 6
Arabidopsis_thaliana,leaf,PO0025034,leaf stomatal pore,PO0025235,,AT5G13210,AT5G13210,,,,scRNA-seq,32592820,Differentially expressed gene,"Uncharacterized conserved protein UCP015417, vWA"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CML38,AT1G76650,,,,scRNA-seq,33955487,Differentially expressed gene,calmodulin-like 38
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CML37,AT5G42380,,,,scRNA-seq,33955487,Differentially expressed gene,calmodulin like 37
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G19210,AT1G19210,,,,scRNA-seq,33955487,Differentially expressed gene,Integrase-type DNA-binding superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G54165,AT5G54165,,,,scRNA-seq,33955487,Differentially expressed gene,Avr9/Cf-9 rapidly elicited protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G05575,AT1G05575,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G35735,AT5G35735,,,,scRNA-seq,33955487,Differentially expressed gene,Auxin-responsive family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G48570,AT5G48570,,,,scRNA-seq,33955487,Differentially expressed gene,FKBP-type peptidyl-prolyl cis-trans isomerase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G66090,AT1G66090,,,,scRNA-seq,33955487,Differentially expressed gene,Disease resistance protein (TIR-NBS class)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ERF6,AT4G17490,,,,scRNA-seq,33955487,Differentially expressed gene,ethylene responsive element binding factor 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G71000,AT1G71000,,,,scRNA-seq,33955487,Differentially expressed gene,Chaperone DnaJ-domain superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RRTF1,AT4G34410,,,,scRNA-seq,33955487,Differentially expressed gene,redox responsive transcription factor 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G21550,AT1G21550,,,,scRNA-seq,33955487,Differentially expressed gene,Calcium-binding EF-hand family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G56660,AT1G56660,,,,scRNA-seq,33955487,Differentially expressed gene,MAEBL domain protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PBP1,AT5G54490,,,,scRNA-seq,33955487,Differentially expressed gene,pinoid-binding protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G36220,AT2G36220,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,BAP1,AT3G61190,,,,scRNA-seq,33955487,Differentially expressed gene,BON association protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G29000,AT3G29000,,,,scRNA-seq,33955487,Differentially expressed gene,Calcium-binding EF-hand family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,BCB,AT5G20230,,,,scRNA-seq,33955487,Differentially expressed gene,blue-copper-binding protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G08555,AT4G08555,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HSP21,AT4G27670,,,,scRNA-seq,33955487,Differentially expressed gene,heat shock protein 21
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G52050,AT5G52050,,,,scRNA-seq,33955487,Differentially expressed gene,MATE efflux family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ERF5,AT5G47230,,,,scRNA-seq,33955487,Differentially expressed gene,ethylene responsive element binding factor 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G14730,AT5G14730,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G28400,AT2G28400,,,,scRNA-seq,33955487,Differentially expressed gene,"senescence regulator (Protein of unknown function, DUF584)"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G51090,AT1G51090,,,,scRNA-seq,33955487,Differentially expressed gene,Heavy metal transport/detoxification superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G01870,AT4G01870,,,,scRNA-seq,33955487,Differentially expressed gene,tolB protein-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ERF2,AT5G47220,,,,scRNA-seq,33955487,Differentially expressed gene,ethylene responsive element binding factor 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SRO5,AT5G62520,,,,scRNA-seq,33955487,Differentially expressed gene,similar to RCD one 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G56060,AT1G56060,,,,scRNA-seq,33955487,Differentially expressed gene,cysteine-rich/transmembrane domain protein B
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G19240,AT3G19240,,,,scRNA-seq,33955487,Differentially expressed gene,"Vacuolar import/degradation, Vid27-related protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G27654,AT4G27654,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G18950,AT3G18950,,,,scRNA-seq,33955487,Differentially expressed gene,Transducin/WD40 repeat-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HSP90.1,AT5G52640,,,,scRNA-seq,33955487,Differentially expressed gene,heat shock-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G30020,AT2G30020,,,,scRNA-seq,33955487,Differentially expressed gene,Protein phosphatase 2C family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,OPR2,AT1G76690,,,,scRNA-seq,33955487,Differentially expressed gene,12-oxophytodienoate reductase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HSP70T-2,AT2G32120,,,,scRNA-seq,33955487,Differentially expressed gene,heat-shock protein 70T-2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G29780,AT4G29780,,,,scRNA-seq,33955487,Differentially expressed gene,nuclease
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G05220,AT5G05220,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,UGT73B2,AT4G34135,,,,scRNA-seq,33955487,Differentially expressed gene,UDP-glucosyltransferase 73B2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G35985,AT4G35985,,,,scRNA-seq,33955487,Differentially expressed gene,Senescence/dehydration-associated protein-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,Hop3,AT4G12400,,,,scRNA-seq,33955487,Differentially expressed gene,stress-inducible protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G59860,AT1G59860,,,,scRNA-seq,33955487,Differentially expressed gene,HSP20-like chaperones superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LSU3,AT3G49570,,,,scRNA-seq,33955487,Differentially expressed gene,response to low sulfur 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RABA2b,AT1G07410,,,,scRNA-seq,33955487,Differentially expressed gene,RAB GTPase homolog A2B
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CP1,AT5G49480,,,,scRNA-seq,33955487,Differentially expressed gene,Ca2+-binding protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HSP23.6-MITO,AT4G25200,,,,scRNA-seq,33955487,Differentially expressed gene,mitochondrion-localized small heat shock protein 23.6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PDX1.2,AT3G16050,,,,scRNA-seq,33955487,Differentially expressed gene,pyridoxine biosynthesis 1.2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G20560,AT2G20560,,,,scRNA-seq,33955487,Differentially expressed gene,DNAJ heat shock family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CBL1,AT4G17615,,,,scRNA-seq,33955487,Differentially expressed gene,calcineurin B-like protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G33600,AT1G33600,,,,scRNA-seq,33955487,Differentially expressed gene,Leucine-rich repeat (LRR) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RAP2.9,AT4G06746,,,,scRNA-seq,33955487,Differentially expressed gene,related to AP2 9
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HSFA7A,AT3G51910,,,,scRNA-seq,33955487,Differentially expressed gene,heat shock transcription factor A7A
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G65300,AT5G65300,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G01860,AT4G01860,,,,scRNA-seq,33955487,Differentially expressed gene,Transducin family protein / WD-40 repeat family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,DDF1,AT1G12610,,,,scRNA-seq,33955487,Differentially expressed gene,Integrase-type DNA-binding superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,DOGT1,AT2G36800,,,,scRNA-seq,33955487,Differentially expressed gene,don-glucosyltransferase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ERF13,AT2G44840,,,,scRNA-seq,33955487,Differentially expressed gene,ethylene-responsive element binding factor 13
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CBF2,AT4G25470,,,,scRNA-seq,33955487,Differentially expressed gene,C-repeat/DRE binding factor 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G13180,AT4G13180,,,,scRNA-seq,33955487,Differentially expressed gene,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G19025,AT1G19025,,,,scRNA-seq,33955487,Differentially expressed gene,DNA repair metallo-beta-lactamase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,MAPKKK21,AT4G36950,,,,scRNA-seq,33955487,Differentially expressed gene,mitogen-activated protein kinase kinase kinase 21
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,WRKY40,AT1G80840,,,,scRNA-seq,33955487,Differentially expressed gene,WRKY DNA-binding protein 40
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G13200,AT5G13200,,,,scRNA-seq,33955487,Differentially expressed gene,GRAM domain family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PMZ,AT3G28210,,,,scRNA-seq,33955487,Differentially expressed gene,zinc finger (AN1-like) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G22880,AT2G22880,,,,scRNA-seq,33955487,Differentially expressed gene,VQ motif-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CYP81D8,AT4G37370,,,,scRNA-seq,33955487,Differentially expressed gene,"cytochrome P450, family 81, subfamily D, polypeptide 8"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,XBAT34,AT4G14365,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G70420,AT1G70420,,,,scRNA-seq,33955487,Differentially expressed gene,"DNA ligase-like protein, putative (DUF1645)"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CZF1,AT2G40140,,,,scRNA-seq,33955487,Differentially expressed gene,zinc finger (CCCH-type) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GATL10,AT3G28340,,,,scRNA-seq,33955487,Differentially expressed gene,galacturonosyltransferase-like 10
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G22810,AT1G22810,,,,scRNA-seq,33955487,Differentially expressed gene,Integrase-type DNA-binding superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ATSDI1,AT5G48850,,,,scRNA-seq,33955487,Differentially expressed gene,Tetratricopeptide repeat (TPR)-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G36010,AT4G36010,,,,scRNA-seq,33955487,Differentially expressed gene,Pathogenesis-related thaumatin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,MYB4,AT4G38620,,,,scRNA-seq,33955487,Differentially expressed gene,myb domain protein 4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CNI1,AT5G27420,,,,scRNA-seq,33955487,Differentially expressed gene,carbon/nitrogen insensitive 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GRX480,AT1G28480,,,,scRNA-seq,33955487,Differentially expressed gene,Thioredoxin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,DREB2B,AT3G11020,,,,scRNA-seq,33955487,Differentially expressed gene,DRE/CRT-binding protein 2B
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G27270,AT4G27270,,,,scRNA-seq,33955487,Differentially expressed gene,Quinone reductase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G27700,AT1G27700,,,,scRNA-seq,33955487,Differentially expressed gene,Syntaxin/t-SNARE family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EGY3,AT1G17870,,,,scRNA-seq,33955487,Differentially expressed gene,ethylene-dependent gravitropism-deficient and yellow-green-like 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G16022,AT1G16022,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G73510,AT1G73510,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G03220,AT1G03220,,,,scRNA-seq,33955487,Differentially expressed gene,Eukaryotic aspartyl protease family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G10710,AT5G10710,,,,scRNA-seq,33955487,Differentially expressed gene,centromere protein O
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TAF4B,AT1G27720,,,,scRNA-seq,33955487,Differentially expressed gene,TBP-associated factor 4B
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G67920,AT1G67920,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G46080,AT5G46080,,,,scRNA-seq,33955487,Differentially expressed gene,Protein kinase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FBS1,AT1G61340,,,,scRNA-seq,33955487,Differentially expressed gene,F-box family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G61470,AT1G61470,,,,scRNA-seq,33955487,Differentially expressed gene,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G76170,AT1G76170,,,,scRNA-seq,33955487,Differentially expressed gene,"2-thiocytidine tRNA biosynthesis protein, TtcA"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G48530,AT5G48530,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G09360,AT3G09360,,,,scRNA-seq,33955487,Differentially expressed gene,Cyclin/Brf1-like TBP-binding protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G28760,AT1G28760,,,,scRNA-seq,33955487,Differentially expressed gene,"guanosine-3',5'-bis (diphosphate) 3'-pyrophosphohydrolase, putative (DUF2215)"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G25400,AT1G25400,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LYK5,AT2G33580,,,,scRNA-seq,33955487,Differentially expressed gene,Protein kinase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,UCP5,AT2G22500,,,,scRNA-seq,33955487,Differentially expressed gene,uncoupling protein 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HSP18.2,AT5G59720,,,,scRNA-seq,33955487,Differentially expressed gene,heat shock protein 18.2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G41730,AT2G41730,,,,scRNA-seq,33955487,Differentially expressed gene,calcium-binding site protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CYCD3;1,AT4G34160,,,,scRNA-seq,33955487,Differentially expressed gene,CYCLIN D3;1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G08770,AT5G08770,,,,scRNA-seq,33955487,Differentially expressed gene,topoisomerase I damage affected-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G69890,AT1G69890,,,,scRNA-seq,33955487,Differentially expressed gene,actin cross-linking protein (DUF569)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AGC2-1,AT3G25250,,,,scRNA-seq,33955487,Differentially expressed gene,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CYP89A5,AT1G64950,,,,scRNA-seq,33955487,Differentially expressed gene,"cytochrome P450, family 89, subfamily A, polypeptide 5"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G21670,AT1G21670,,,,scRNA-seq,33955487,Differentially expressed gene,DPP6 amino-terminal domain protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,A/N-InvC,AT3G06500,,,,scRNA-seq,33955487,Differentially expressed gene,Plant neutral invertase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RDUF2,AT5G59550,,,,scRNA-seq,33955487,Differentially expressed gene,zinc finger (C3HC4-type RING finger) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G39650,AT2G39650,,,,scRNA-seq,33955487,Differentially expressed gene,cruciferin (DUF506)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TCP9,AT2G45680,,,,scRNA-seq,33955487,Differentially expressed gene,TCP family transcription factor
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G19420,AT4G19420,,,,scRNA-seq,33955487,Differentially expressed gene,Pectinacetylesterase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SEN1,AT4G35770,,,,scRNA-seq,33955487,Differentially expressed gene,Rhodanese/Cell cycle control phosphatase superfamily protein
