Gene stable ID,TAIR Gene Name ID
AT5G56680,SYNC1
AT3G59550,SYN3
AT5G40840,SYN2
AT5G05490,SYN1
AT2G28290,SYD
AT2G31170,SYCO ARATH
AT3G04740,SWP
AT5G51330,SWI1
AT1G67140,SWEETIE
AT2G39060,SWEET9
AT5G40260,SWEET8
AT4G10850,SWEET7
AT1G66770,SWEET6
AT3G28007,SWEET4
AT5G53190,SWEET3
AT3G14770,SWEET2
AT4G15920,SWEET17
AT3G16690,SWEET16
AT4G25010,SWEET14
AT5G50800,SWEET13
AT3G48740,SWEET11
AT5G50790,SWEET10
AT1G21460,SWEET1
AT2G36740,SWC2
AT2G47990,SWA1
AT4G16390,SVR7
AT2G39140,SVR1
AT2G22540,SVP
AT5G58170,SVL5
AT5G58050,SVL4
AT3G20520,SVL3
AT1G66970,SVL2
AT5G55480,SVL1
AT1G56580,SVB
AT3G04380,SUVR4
AT3G03750,SUVR3
AT5G43990,SUVR2
AT1G04050,SUVR1
AT1G17770,SUVH7
AT2G22740,SUVH6
AT2G35160,SUVH5
AT5G13960,SUVH4
AT1G73100,SUVH3
AT2G33290,SUVH2
AT5G04940,SUVH1
AT5G45610,SUV2
AT1G09960,SUT4
AT2G02860,SUT2
AT1G73370,SUS6
AT5G37180,SUS5
AT3G43190,SUS4
AT4G02280,SUS3
AT1G80070,SUS2
AT5G49190,SUS2
AT5G20830,SUS1
AT3G17910,SURF1
AT2G20610,SUR1
AT3G23130,SUP
AT3G10730,SUN2
AT5G04990,SUN1
AT2G32765,SUM5
AT5G55170,SUM3
AT5G55160,SUM2
AT4G26840,SUM1
AT3G12520,SULTR4;2
AT5G13550,SULTR4;1
AT5G19600,SULTR3;5
AT3G15990,SULTR3;4
AT4G02700,SULTR3;2
AT3G51895,SULTR3;1
AT1G22150,SULTR1;3
AT1G78000,SULTR1;2
AT4G08620,SULTR1;1
AT1G67810,SUFE2
AT1G30970,SUF4
AT3G55880,SUE4
AT1G71890,SUC5
AT1G22710,SUC2
AT1G71880,SUC1
AT4G08810,SUB1
AT1G11130,SUB
AT3G54230,SUA
AT1G27730,STZ
AT4G36260,STY2
AT3G51060,STY1
AT3G53020,STV1
AT1G34130,STT3B
AT5G19690,STT3A
AT5G08620,STRS2
AT1G31970,STRS1
AT5G66170,STR18
AT5G66040,STR16
AT4G02050,STP7
AT3G19930,STP4
AT1G77210,STP14
AT4G21480,STP12
AT5G23270,STP11
AT1G11260,STP1
AT1G34370,STOP1
AT4G12970,STOMAGEN
AT1G06040,STO
AT5G01920,STN8
AT1G68830,STN7
AT1G07130,STN1
AT1G62360,STM
AT2G01470,STL2P
AT4G09960,STK
AT2G02480,STI
AT1G75540,STH2
AT2G31380,STH
AT3G02580,STE1
AT4G03430,STA1
AT5G58270,STA1
AT1G79230,ST1
AT2G03760,ST
AT4G34620,SSR16
AT5G11860,SSP5
AT4G18140,SSP4b
AT5G46410,SSP4
AT2G17090,SSP
AT3G51420,SSL4
AT1G08470,SSL3
AT2G41290,SSL2
AT2G41300,SSL1
AT2G43710,SSI2
AT5G24300,SSI1
AT2G45690,SSE1
AT1G74000,SS3
AT1G11720,SS3
AT1G74020,SS2
AT4G31580,SRZ-22
AT1G23860,SRZ-21
AT1G31170,SRX
AT5G09230,SRT2
AT5G55760,SRT1
AT5G33210,SRS8
AT1G19790,SRS7
AT3G54430,SRS6
AT1G75520,SRS5
AT2G18120,SRS4
AT2G21400,SRS3
AT4G25120,SRS2
AT5G59560,SRR1
AT3G53030,SRPK4
AT3G49430,SRp34a
AT5G62520,SRO5
AT3G47720,SRO4
AT1G70440,SRO3
AT1G23550,SRO2
AT2G35510,SRO1
AT3G02040,SRG3
AT1G17020,SRG1
AT4G37460,SRFR1
AT4G22130,SRF8
AT3G14350,SRF7
AT1G53730,SRF6
AT1G78980,SRF5
AT3G13065,SRF4
AT4G03390,SRF3
AT5G06820,SRF2
AT2G20850,SRF1
AT1G28560,SRD2
AT1G09070,SRC2
AT1G16610,SR45
AT4G02430,SR34b
AT1G55310,SR33
AT1G02840,SR1
AT4G34650,SQS2
AT4G34640,SQS1
AT5G24140,SQP2
AT5G24150,SQP1
AT2G15790,SQN
AT5G24160,SQE6
AT4G37760,SQE3
AT2G22830,SQE2
AT5G01220,SQD2
AT4G33030,SQD1
AT3G11540,SPY
AT5G63670,SPT42
AT4G10710,SPT16
AT4G36930,SPT
AT1G17050,SPS2
AT5G11110,SPS1
AT1G78510,SPS1
AT2G03680,SPR1
AT1G05820,SPPL5
AT1G01650,SPPL4
AT2G43070,SPPL3
AT1G73990,SPPA
AT3G52340,SPP2
AT1G63990,SPO11-2
AT2G42200,SPL9
AT1G02065,SPL8
AT5G18830,SPL7
AT3G15270,SPL5
AT1G53160,SPL4
AT2G33810,SPL3
AT5G43270,SPL2
AT3G57920,SPL15
AT1G20980,SPL14
AT5G50670,SPL13B
AT5G50570,SPL13A
AT3G60030,SPL12
AT1G27360,SPL11
AT1G27370,SPL10
AT2G47070,SPL1
AT4G27330,SPL
AT4G16340,SPK1
AT3G50500,SPK-2-2
AT2G25600,SPIK
AT1G03060,SPI
AT4G21540,SPHK1
AT5G38435,SPH8
AT4G16295,SPH1
AT5G53120,SPDS3
AT1G70310,SPDS2
AT1G23820,SPDS1
AT3G10420,SPD1
AT5G53210,SPCH
AT5G06680,SPC98
AT1G53090,SPA4
AT3G15354,SPA3
AT4G11110,SPA2
AT2G46340,SPA1
AT4G23496,SP1L5
AT5G15600,SP1L4
AT3G02180,SP1L3
AT1G69230,SP1L2
AT1G26355,SP1L1
AT3G01910,SOX
AT2G37970,SOUL-1
AT1G28170,SOT7
AT1G74090,SOT18
AT1G18590,SOT17
AT1G74100,SOT16
AT3G46550,SOS5
AT5G37850,SOS4
AT5G24270,SOS3
AT5G35410,SOS2
AT2G01980,SOS1
AT2G17310,SON1
AT1G03790,SOM
AT5G13290,SOL2
AT1G71696,SOL1
AT3G22760,SOL1
AT1G25580,SOG1
AT2G31880,SOBIR1
AT4G22300,SOBER1
AT5G08150,SOB5
AT1G76500,SOB3
AT2G39250,SNZ
AT5G07120,SNX2b
AT5G58440,SNX2a
AT5G06140,SNX1
AT2G23930,SNRNP-G
AT3G50500,SNRK2.2
AT2G23030,SNRK2-9
AT4G40010,SNRK2-7
AT5G63650,SNRK2-5
AT5G66880,SNRK2-3
AT1G60940,SNRK2-10
AT5G39440,SnRK1.3
AT1G26233,SNOR95
AT5G10572,SNOR77
AT4G15258,SNOR37-2
AT5G51174,SNOR30
AT1G12013,SNOR111
AT5G41471,SNOR108
AT1G29071,SNOR105
AT3G26680,SNM1
AT1G10450,SNL6
AT1G59890,SNL5
AT1G70060,SNL4
AT1G24190,SNL3
AT5G15020,SNL2
AT3G01320,SNL1
AT4G18470,SNI1
AT5G09640,SNG2
AT2G22990,SNG1
AT2G19830,SNF7.2
AT4G29160,SNF7.1
AT1G09020,SNF4
AT1G66980,SNC4
AT4G16890,SNC1
AT5G61210,SNAP33
AT1G13890,SNAP30
AT5G07880,SNAP29
AT3G54990,SMZ
AT2G26460,SMU2
AT1G73720,SMU1
AT1G76090,SMT3
AT1G20330,SMT2
AT5G13710,SMT1
AT4G37120,SMP2
AT1G65660,SMP1
AT2G29390,SMO2-2
AT4G22756,SMO1-2
AT4G12110,SMO1-1
AT5G19400,SMG7
AT5G47960,SMG1
AT1G76300,SmD3
AT5G07660,SMC6A
AT5G15920,SMC5
AT5G48600,SMC3
AT5G62410,SMC2
AT4G20440,SMB
AT1G79580,SMB
AT3G24280,SMAP2
AT4G13520,SMAP1
AT5G48170,SLY2
AT4G24210,SLY1
AT2G37570,SLT1
AT2G19170,SLP3
AT4G34980,SLP2
AT4G33210,SLOMO
AT2G22410,SLO1
AT4G25515,SLK3
AT5G62090,SLK2
AT4G25520,SLK1
AT5G49010,SLD5
AT1G62262,SLAH4
AT5G24030,SLAH3
AT4G27970,SLAH2
AT1G62280,SLAH1
AT4G12420,SKU5
AT4G38420,sks9
AT1G21850,sks8
AT1G21860,sks7
AT1G41830,SKS6
AT1G76160,sks5
AT4G22010,sks4
AT5G48450,sks3
AT5G51480,SKS2
AT1G75790,sks18
AT5G66920,sks17
AT2G23630,sks16
AT4G37160,sks15
AT1G55560,sks14
AT3G13400,sks13
AT1G55570,sks12
AT3G13390,sks11
AT4G28090,sks10
AT4G25240,SKS1
AT1G77000,SKP2B
AT1G21410,SKP2A
AT1G75950,SKP1
AT3G02850,SKOR
AT2G35500,SKL2
AT3G26900,SKL1
AT2G21950,SKIP6
AT3G54480,SKIP5
AT3G61350,SKIP4
AT2G02350,SKIP3
AT5G67250,SKIP2
AT1G06110,SKIP16
AT5G57900,SKIP1
AT1G77180,SKIP
AT2G27600,SKD1
AT4G31120,SKB1
AT1G57870,SK42
AT4G39540,SK2
AT2G21940,SK1
AT3G47990,SIS3
AT5G02020,SIS
AT1G07140,SIRANBP
AT1G16540,SIR3
AT5G04590,SIR
AT3G56950,SIP2;1
AT5G18290,SIP1;2
AT3G04090,SIP1;1
AT5G40390,SIP1
AT3G58040,SINAT2
AT1G24190,SIN3
AT5G04470,SIM
AT1G69220,SIK1
AT2G36990,SIGF
AT5G24120,SIGE
AT3G53920,SIGC
AT1G08540,SIGB
AT1G64860,SIGA
AT5G13730,SIG4
AT3G56710,SIB1
AT1G04240,SHY2
AT1G69935,SHW1
AT4G26690,SHV3
AT5G49270,SHV2
AT2G19070,SHT
AT4G37650,SHR
AT2G42830,SHP2
AT3G58780,SHP1
AT5G52290,SHOC1
AT5G11190,SHN3
AT5G25390,SHN2
AT1G15360,SHN1
AT1G36370,SHM7
AT1G22020,SHM6
AT4G13890,SHM5
AT4G13930,SHM4
AT4G32520,SHM3
AT5G26780,SHM2
AT4G37930,SHM1
AT4G39100,SHL1
AT5G66350,SHI
AT4G24190,SHD
AT4G25350,SHB1
AT1G78540,SHB
AT5G63780,SHA1
AT1G17040,SHA
AT4G23570,SGT1A
AT5G23570,SGS3
AT2G01940,SGR5
AT1G31480,SGR2
AT3G21700,SGP2
AT5G54840,SGP1
AT1G79820,SGB1
AT5G38110,SGA1
AT4G04920,SFR6
AT3G06510,SFR2
AT5G27360,SFP2
AT5G27350,SFP1
AT2G21540,SFH3
AT5G13300,SFC
AT1G10760,SEX1
AT1G43850,SEU
AT3G45100,SETH2
AT2G34980,SETH1
AT5G54740,SESA5
AT4G27170,SESA4
AT4G27150,SESA2
AT4G27140,SESA1
AT1G34210,SERK2
AT1G71830,SERK1
AT5G60230,SEN2
AT4G35770,SEN1
AT3G47300,SELT
AT1G64350,SEH1H
AT4G14870,SECE1
AT1G21650,SECA2
AT3G10380,SEC8
AT2G45070,SEC61 BETA
AT1G71820,SEC6
AT1G21170,SEC5B
AT1G76850,SEC5A
AT1G47560,SEC3B
AT1G47550,SEC3A
AT1G11890,SEC22
AT4G12120,SEC1B
AT1G02010,SEC1A
AT4G02350,SEC15B
AT3G56640,SEC15A
AT4G39180,SEC14
AT5G12370,SEC10
AT3G04240,SEC
AT2G27100,SE
AT2G23510,SDT
AT1G14750,SDS
AT3G12800,SDRB
AT3G10370,SDP6
AT3G57140,SDP1-LIKE
AT5G04040,SDP1
AT5G67240,SDN3
AT5G05540,SDN2
AT3G50100,SDN1
AT3G55530,SDIR1
AT1G47420,SDH5
AT2G46505,SDH4
AT4G32210,SDH3-2
AT5G09600,SDH3-1
AT5G65165,SDH2-3
AT5G40650,SDH2-2
AT3G27380,SDH2-1
AT2G18450,SDH1-2
AT5G66760,SDH1-1
AT5G17240,SDG40
AT2G17900,SDG37
AT5G53430,SDG29
AT1G76710,SDG26
AT4G13460,SDG22
AT2G24740,SDG21
AT4G15180,SDG2
AT3G61740,SDG14
AT2G05900,SDG11
AT2G25110,SDF2
AT3G15390,SDE5
AT1G05460,SDE3
AT1G04110,SDD1
AT2G17690,SDC
AT4G32300,SD2-5
AT1G61380,SD1-29
AT2G18710,SCY1
AT1G12860,SCRM2
AT2G05117,SCRL9
AT1G60983,SCRL8
AT1G60989,SCRL7
AT1G60985,SCRL6
AT1G60987,SCRL5
AT1G60986,SCRL4
AT1G08695,SCRL3
AT5G45875,SCRL27
AT4G22105,SCRL26
AT4G32714,SCRL25
AT4G32717,SCRL24
AT4G14785,SCRL23
AT4G33465,SCRL22
AT4G10767,SCRL21
AT4G10115,SCRL20
AT1G65113,SCRL2
AT3G27503,SCRL19
AT2G14282,SCRL18
AT2G25685,SCRL17
AT2G06983,SCRL16
AT2G05335,SCRL15
AT4G22115,SCRL14
AT3G23715,SCRL13
AT3G23727,SCRL12
AT4G15733,SCRL11
AT4G15735,SCRL10
AT4G10457,SCRL1
AT3G54220,SCR
AT2G23010,SCPL9
AT3G10450,SCPL7
AT1G73270,scpl6
AT2G27920,SCPL51
AT1G15000,scpl50
AT1G73290,scpl5
AT3G10410,SCPL49
AT3G45010,scpl48
AT5G22980,scpl47
AT2G33530,scpl46
AT1G28110,SCPL45
AT1G43780,scpl44
AT2G12480,SCPL43
AT5G42240,scpl42
AT5G42230,scpl41
AT3G63470,scpl40
AT1G73310,scpl4
AT3G52020,scpl39
AT2G05850,scpl38
AT3G52010,scpl37
AT3G52000,scpl36
AT5G08260,scpl35
AT5G23210,SCPL34
AT3G17180,scpl33
AT1G61130,SCPL32
AT1G11080,scpl31
AT4G15100,scpl30
AT1G73280,scpl3
AT4G30810,scpl29
AT2G35770,scpl28
AT3G07990,SCPL27
AT2G35780,scpl26
AT3G02110,scpl25
AT2G24010,scpl23
AT2G24000,scpl22
AT3G25420,scpl21
AT4G12910,scpl20
AT1G73300,scpl2
AT1G33540,scpl18
AT3G12203,scpl17
AT3G12220,scpl16
AT3G12240,SCPL15
AT3G12230,scpl14
AT2G22980,SCPL13
AT2G22920,SCPL12
AT2G22970,SCPL11
AT2G23000,scpl10
AT5G36180,scpl1
AT3G47870,SCP
AT3G19570,SCO3
AT3G07880,SCN1
AT5G52510,SCL8
AT1G50600,SCL5
AT3G13570,SCL30A
AT3G55460,SCL30
AT1G50420,SCL3
AT5G18810,SCL28
AT2G04890,SCL21
AT1G07530,SCL14
AT4G17230,SCL13
AT1G21450,SCL1
AT1G49040,SCD1
AT2G47980,SCC3
AT1G61250,SC3
AT3G55800,SBPASE
AT3G23800,SBP3
AT1G45976,SBP1
AT4G14030,SBP1
AT1G14290,SBH2
AT1G69640,SBH1
AT5G03650,SBE2.2
AT2G36390,SBE2.1
AT4G11740,SAY1
AT1G29510,SAUR68
AT4G38850,SAUR_AC1
AT1G27760,SAT32
AT1G80680,SAR3
AT1G33410,SAR1
AT1G56330,SAR1
AT2G33120,SAR1
AT4G08390,SAPX
AT2G45640,SAP18
AT4G25380,SAP10
AT5G35770,SAP
AT3G02470,SAMDC
AT1G34065,SAMC2
AT4G39460,SAMC1
AT1G02500,SAM1
AT4G01850,SAM-2
AT5G64000,SAL2
AT5G63980,SAL1
AT3G23810,SAHH2
AT4G08685,SAH7
AT5G13170,SAG29
AT1G66580,SAG24
AT4G02380,SAG21
AT3G10985,SAG20
AT5G60360,SAG2
AT1G71190,SAG18
AT2G29350,SAG13
AT5G45890,SAG12
AT5G14930,SAG101
AT2G21470,SAE2
AT5G50580,SAE1B
AT4G24940,SAE1A
AT2G31660,SAD2
AT5G48870,SAD1
AT3G59770,SAC9
AT3G51830,SAC8
AT1G14320,SAC52
AT5G64340,SAC51
AT1G58250,SAB
AT1G58520,RXW8
AT1G56550,RXGT1
AT1G58430,RXF26
AT1G58370,RXF12
AT5G37260,RVE2
AT5G17300,RVE1
AT4G30220,RUXF
AT5G49820,RUS6
AT5G01510,RUS5
AT2G23470,RUS4
AT1G13770,RUS3
AT2G31190,RUS2
AT3G45890,RUS1
AT5G23730,RUP2
AT5G52250,RUP1
AT5G18700,RUK
AT1G11980,RUB3
AT1G31340,RUB1
AT1G49480,RTV1
AT1G64090,RTNLB3
AT2G23640,RTNLB13
AT3G58350,RTM3
AT5G04890,RTM2
AT1G05760,RTM1
AT5G45150,RTL3
AT3G20420,RTL2
AT1G80650,RTL1
AT3G51040,RTH
AT1G53708,RTFL9
AT2G39705,RTFL8
AT4G35783,RTFL6
AT5G59510,RTFL5
AT3G46613,RTFL4
AT1G07490,RTFL3
AT1G64585,RTFL22
AT3G18518,RTFL20
AT2G29125,RTFL2
AT3G02493,RTFL19
AT5G16023,RTFL18
AT1G13245,RTFL17
AT3G25717,RTFL16
AT3G63088,RTFL14
AT3G23635,RTFL13
AT1G17235,RTFL11
AT3G53232,RTFL1
AT2G26070,RTE1
AT1G23860,RSZP21
AT2G37340,RSZ33
AT3G53500,RSZ32
AT2G24590,RSZ22a
AT3G24560,RSY3
AT4G22970,RSW4
AT5G63840,RSW3
AT1G71100,RSW10
AT3G27670,RST1
AT4G25500,RSP35
AT1G27740,RSL4
AT4G33880,RSL2
AT5G37800,RSL1
AT1G30850,RSH4
AT1G54130,RSH3
AT1G16440,RSH3
AT3G14050,RSH2
AT1G12950,RSH2
AT4G02260,RSH1
AT5G52040,RS41
AT2G46610,RS31a
AT4G34410,RRTF1
AT5G45260,RRS1
AT3G12990,RRP45a
AT3G61620,RRP41
ATCG01160,RRN5S
ATCG00970,RRN5S
ATMG01380,RRN5
ATCG01170,RRN4.5S.2
ATCG00960,RRN4.5S.1
ATMG00020,RRN26
ATCG01180,RRN23S.2
ATCG00950,RRN23S.1
ATMG01390,RRN18
ATCG01210,RRN16S.2
ATCG00920,RRN16S.1
AT3G63190,RRF
AT1G75110,RRA2
AT1G75120,RRA1
AT1G49190,RR19
AT2G40670,RR16
AT5G19990,RPT6A
AT1G09100,RPT5B
AT3G05530,RPT5A
AT5G43010,RPT4A
AT5G58290,RPT3
AT4G29040,RPT2a
AT2G30520,RPT2
AT1G53750,RPT1A
ATMG00980,RPSL2
AT3G04770,RPSAb
AT1G74970,RPS9
ATCG00770,RPS8
ATCG01240,RPS7.2
ATCG00900,RPS7.1
ATMG01270,RPS7
AT5G46470,RPS6
AT4G31700,RPS6
AT1G12220,RPS5
AT5G45250,RPS4
ATMG00290,RPS4
ATCG00380,RPS4
AT5G64140,RPS28
ATCG00160,RPS2
AT3G03600,RPS2
AT4G26090,RPS2
AT5G47320,RPS19
ATCG00820,RPS19
AT4G09800,RPS18C
ATCG00650,RPS18
AT1G79850,RPS17
ATCG00050,RPS16
AT4G29430,rps15ae
AT3G46040,RPS15AD
AT2G19720,rps15ab
AT1G07770,RPS15A
AT1G04270,RPS15
ATCG01120,RPS15
AT2G34520,RPS14
ATCG00330,RPS14
ATCG00905,RPS12C
ATCG01230,RPS12B
ATCG00065,RPS12A
AT5G23740,RPS11-BETA
ATCG00750,RPS11
AT3G22300,RPS10
AT5G30510,RPS1
AT5G43470,RPP8
AT4G16950,RPP5
AT4G16860,RPP4
AT1G54470,RPP27
AT3G46530,RPP13
AT3G44480,RPP1
ATCG00170,RPOC2
ATCG00180,RPOC1
ATCG00190,RPOB
ATCG00740,RPOA
AT5G05780,RPN8A
AT5G64760,RPN5B
AT4G28470,RPN1B
AT2G20580,RPN1A
AT2G26590,RPN13
AT5G42040,RPN12b
AT1G64520,RPN12a
AT4G38630,RPN10
AT3G07040,RPM1
AT3G44890,RPL9
AT5G39740,RPL5B
ATMG00210,RPL5
AT1G07320,RPL4
AT3G17465,RPL3P
AT1G61580,RPL3B
ATCG00760,RPL36
AT1G69620,RPL34
ATCG00640,RPL33
ATCG01020,RPL32
AT1G23290,RPL27A
AT5G40950,RPL27
AT2G36620,RPL24A
AT3G55280,RPL23AB
ATCG01300,RPL23.2
ATCG00840,RPL23.1
ATCG00810,RPL22
ATCG00660,RPL20
ATCG01310,RPL2.2
ATCG00830,RPL2.1
ATMG00560,RPL2
AT1G29970,RPL18AA
AT3G05590,RPL18
AT4G18730,RPL16B
AT2G42740,RPL16A
ATCG00790,RPL16
ATMG00080,RPL16
AT3G25920,RPL15
ATCG00780,RPL14
AT3G27850,RPL12-C
AT3G27840,RPL12-B
AT3G27830,RPL12-A
AT1G26910,RPL10B
AT3G02130,RPK2
AT1G69270,RPK1
AT2G01290,RPI2
AT2G48070,RPH1
AT1G62670,RPF2
AT5G61410,RPE
AT4G33495,RPD1
AT3G54490,RPB5E
AT2G41340,RPB5D
AT5G57980,RPB5C
AT3G57080,RPB5B
AT5G09920,RPB15.9
AT5G61000,RPA70D
AT5G45400,RPA70C
AT3G02920,RPA32B
AT2G24490,RPA2
AT2G35210,RPA
AT1G43170,RP1
AT5G14070,ROXY2
AT3G02000,ROXY1
AT2G36985,ROT4
AT4G36380,ROT3
AT5G58130,ROS3
AT2G44270,ROL5
AT1G63930,ROH1
AT5G48570,ROF2
AT3G25230,ROF1
AT3G15820,ROD1
AT5G58710,ROC7
AT4G34870,ROC5
AT3G62030,ROC4
AT2G16600,ROC3
AT3G56070,ROC2
AT5G20570,ROC1
AT4G38740,ROC1
AT1G26820,RNS3
AT2G39780,RNS2
AT2G02990,RNS1
AT3G23580,RNR2
AT2G04270,RNEE/G
AT5G66160,RMR1
AT4G23100,RML1
AT3G61730,RMF
AT4G03510,RMA1
AT1G58190,RLP9
AT4G13810,RLP47
AT4G16990,RLM3
AT1G64070,RLM1
AT3G17840,RLK902
AT4G28490,RLK5
AT4G00340,RLK4
AT5G60900,RLK1
AT2G37710,RLK
AT5G67280,RLK
AT5G09680,RLF
AT2G22010,RKP
AT1G48480,RKL1
AT2G48010,RKF3
AT1G19090,RKF2
AT1G29750,RKF1
AT5G60210,RIP5
AT3G53350,RIP4
AT2G37080,RIP3
AT1G78430,RIP2
AT1G03770,RING1B
AT5G10380,RING1
AT4G19700,RING
AT3G25070,RIN4
AT5G51450,RIN3
AT4G25230,RIN2
AT2G20310,RIN13
AT3G29390,RIK
AT3G03710,RIF10
AT2G01735,RIE1
AT3G49180,RID3
AT4G28560,RIC7
AT4G28556,RIC7
AT2G20430,RIC6
AT3G23380,RIC5
AT5G16490,RIC4
AT1G04450,RIC3
AT1G27380,RIC2
AT4G04900,RIC10
AT2G33460,RIC1
AT1G63450,RHS8
AT1G51880,RHS6
AT5G67400,RHS19
AT5G22410,RHS18
AT4G38390,RHS17
AT4G29180,RHS16
AT4G25220,RHS15
AT4G22080,RHS14
AT4G02270,RHS13
AT3G10710,RHS12
AT1G70460,RHS10
AT1G05990,RHS1
AT3G14790,RHM3
AT1G78570,RHM1
AT5G59820,RHL41
AT5G02820,RHL2
AT1G48380,RHL1
AT5G22000,RHF2A
AT4G14220,RHF1A
AT1G66470,RHD6
AT3G51460,RHD4
AT3G13870,RHD3
AT5G51060,RHD2
AT1G64440,RHD1
AT2G39720,RHC2A
AT2G40830,RHC1A
AT4G00335,RHB1A
AT4G35480,RHA3B
AT2G17450,RHA3A
AT2G01150,RHA2B
AT1G15100,RHA2A
AT4G11360,RHA1B
AT4G11370,RHA1A
AT4G00660,RH8
AT4G09730,RH39
AT1G16280,RH36
AT4G01750,RGXT2
AT4G01770,RGXT1
AT5G41820,RGTA2
AT4G24490,RGTA1
AT3G26090,RGS1
AT5G50750,RGP4
AT3G08900,RGP3
AT5G15650,RGP2
AT3G02230,RGP1
AT5G14420,RGLG2
AT3G01650,RGLG1
AT5G17490,RGL3
AT3G03450,RGL2
AT1G66350,RGL1
AT5G64770,RGF9
AT2G03830,RGF8
AT3G02240,RGF7
AT4G16515,RGF6
AT5G51451,RGF5
AT3G30350,RGF4
AT2G04025,RGF3
AT1G13620,RGF2
AT5G60810,RGF1
AT1G49770,RGE1
AT3G54280,RGD3
AT2G01570,RGA1
AT3G23590,RFR1
AT1G79670,RFO1
AT4G05390,RFNR1
AT1G12210,RFL1
AT2G47700,RFI2
AT1G77470,RFC3
AT3G17170,RFC3
AT1G63160,RFC2
AT1G16590,REV7
AT1G67500,REV3
AT5G44750,REV1
AT5G60690,REV
AT5G22790,RER1
AT3G06540,REP
AT4G24580,REN1
AT2G03880,REME1
AT4G31610,REM1
AT3G48430,REF6
AT2G48110,REF4
AT5G27680,RECQSIM
AT1G60930,RECQL4B
AT4G35740,RecQl3
AT1G31360,RECQL2
AT3G05740,RECQI1
AT3G10140,RECA3
AT3G49500,RDR6
AT4G11130,RDR2
AT1G14790,RDR1
AT2G44950,RDO4
AT2G30280,RDM4
AT3G22680,RDM1
AT1G16460,RDH2
AT5G52300,RD29B
AT2G37180,RD28
AT4G27410,RD26
AT5G25610,RD22
AT1G47128,RD21
AT2G33380,RD20
AT2G21620,RD2
AT4G39090,RD19
AT2G26430,RCY1
AT5G17520,RCP1
AT1G25490,RCN1
AT3G27730,RCK
AT1G05260,RCI3
AT3G05890,RCI2B
AT3G05880,RCI2A
AT2G36305,RCE1
AT4G36800,RCE1
AT1G32230,RCD1
AT5G53160,RCAR3
AT1G01360,RCAR1
AT2G39730,RCA
AT3G12280,RBR1
AT4G10610,RBP37
AT2G15400,RBP36B
AT2G15430,RBP36A
AT4G24770,RBP31
AT5G47910,RBOHD
AT5G07390,RBOHA
AT1G12750,RBL6
AT3G58460,RBL15
AT1G25290,RBL10
AT3G55510,RBL
AT3G05140,RBK2
AT5G10520,RBK1
AT5G06070,RBE
AT1G67090,RBCS1A
ATCG00490,RBCL
AT3G49690,RAX3
AT2G36890,RAX2
AT5G23000,RAX1
AT1G68840,RAV2
AT1G13260,RAV1
AT1G09950,RAS1
AT5G13270,RARE1
AT3G08850,RAPTOR1B
AT5G01770,RAPTOR1A
AT4G12610,RAP74
AT4G06746,RAP2.9
AT2G28550,RAP2.7
AT5G13330,Rap2.6L
AT1G43160,RAP2.6
AT1G78080,RAP2.4
AT3G16770,RAP2.3
AT3G14230,RAP2.2
AT1G53910,RAP2.12
AT5G19790,RAP2.11
AT4G36900,RAP2.10
AT1G46768,RAP2.1
AT5G19320,RANGAP2
AT3G63130,RANGAP1
AT5G58590,RANBP1
AT5G55190,RAN3
AT5G20020,RAN2
AT5G44790,RAN1
AT5G20010,RAN-1
AT1G61566,RALFL9
AT1G61563,RALFL8
AT1G60815,RALFL7
AT1G60625,RALFL6
AT1G35467,RALFL5
AT1G28270,RALFL4
AT5G67070,RALFL34
AT4G15800,RALFL33
AT4G14010,RALFL32
AT4G13950,RALFL31
AT4G13075,RALFL30
AT1G23147,RALFL3
AT4G11653,RALFL29
AT4G11510,RALFL28
AT3G29780,RALFL27
AT3G25170,RALFL26
AT3G25165,RALFL25
AT3G23805,RALFL24
AT3G05490,RALFL22
AT3G04735,RALFL21
AT2G34825,RALFL20
AT1G23145,RALFL2
AT2G33775,RALFL19
AT2G33130,RALFL18
AT2G32890,RALFL17
AT2G32835,RALFL16
AT2G22055,RALFL15
AT2G20660,RALFL14
AT2G19045,RALFL13
AT2G19040,RALFL12
AT2G19030,RALFL11
AT2G19020,RALFL10
AT1G02900,RALFL1
AT3G16570,RALF23
AT3G05480,RAD9
AT3G19210,RAD54
AT2G45280,RAD51C
AT2G31970,RAD50
AT5G22750,RAD5
AT5G38470,RAD23D
AT3G02540,RAD23C
AT1G79650,RAD23B
AT1G16190,RAD23A
AT3G02540,RAD23-3
AT1G79650,RAD23
AT3G18130,RACK1C_AT
AT1G48630,RACK1B_AT
AT4G35020,RAC3
AT5G64990,RABH1a
AT4G09720,RABG3A
AT3G09910,RABC2b
AT1G22740,RAB7
AT2G44610,RAB6
AT4G17530,RAB1C
AT5G66400,RAB18
AT1G16920,RAB11
AT2G21790,R1
AT5G43160,QWRF9
AT4G30710,QWRF8
AT4G25190,QWRF7
AT3G60000,QWRF6
AT2G24070,QWRF4
AT2G20815,QWRF3
AT1G49890,QWRF2
AT2G03480,QUL2
AT1G13860,QUL1
AT5G50210,QS
AT4G20050,QRT3
AT3G07970,QRT2
AT5G55590,QRT1
AT4G21800,QQT2
AT3G30720,QQS
AT2G01350,QPT
AT1G74720,QKY
AT5G23300,PYRD
